tempo;regiao;instituicao;localizacao_geografica;mortalidade_avc_hemorragico_30_dias;mortalidade_avc_isquemico_30_dias
2018-02;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;35.71;12.75
2018-02;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;41.18;14.08
2018-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;21.43;15.85
2018-03;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;35.29;11.27
2018-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;36.84;20.41
2018-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;7.14;17.86
2018-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;50.0;22.58
2018-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;0.0;0.0
2018-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;10.42;5.8
2018-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;23.08;10.38
2018-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;45.45;28.57
2018-03;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;26.67;15.89
2018-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;28.07;10.96
2018-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;17.65;16.33
2018-03;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;41.67;15.74
2018-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;42.86;11.54
2018-04;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;40.0;10.42
2018-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;37.5;17.14
2018-04;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;37.18;20.62
2018-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;5.88;17.27
2018-04;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;27.36;19.28
2018-04;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;37.5;21.62
2018-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;30.56;15.64
2018-04;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;30.3;13.89
2018-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;25.0;13.98
2018-05;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;30.34;15.71
2018-05;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;20.0;18.63
2018-05;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;25.53;15.06
2018-05;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;37.5;22.94
2018-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;24.62;17.83
2018-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;21.05;20.37
2018-06;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;20.0;20.0
2018-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;55.88;10.64
2018-06;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;22.92;9.66
2018-06;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;38.1;20.97
2018-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;21.51;13.74
2018-06;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;22.77;10.0
2018-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;39.39;16.67
2018-07;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;21.43;21.54
2018-07;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;34.04;18.97
2018-07;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;22.77;12.47
2018-07;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;18.18;8.29
2018-07;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;48.94;12.33
2018-07;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;38.89;16.46
2018-08;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;32.35;11.73
2018-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;51.85;17.22
2018-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;29.63;12.08
2018-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;29.17;20.0
2018-08;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;25.0;18.58
2018-08;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;34.0;18.01
2018-08;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;34.68;14.49
2018-08;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;56.1;10.84
2018-08;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;29.31;8.56
2018-08;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;23.33;11.11
2018-08;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;32.2;12.36
2018-08;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;;0.0
2018-08;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;40.54;16.2
2018-08;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;28.3;12.97
2018-08;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;35.9;14.86
2018-09;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;34.29;11.52
2018-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;29.63;4.4
2018-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;21.69;15.38
2018-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;37.04;10.0
2018-09;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;22.58;19.84
2018-09;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;35.14;13.97
2018-09;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;37.04;23.46
2018-09;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;24.41;12.42
2018-09;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;36.11;13.02
2018-09;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;16.67;5.88
2018-09;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;;0.0
2018-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;35.71;16.41
2018-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;56.25;16.67
2018-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;35.71;19.64
2018-10;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;0.0;14.29
2018-10;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;37.93;10.41
2018-10;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;13.33;8.16
2018-10;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;23.94;13.47
2018-10;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;35.71;22.39
2018-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;23.48;16.2
2018-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;55.56;16.1
2018-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;37.93;19.89
2018-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;21.65;15.37
2018-11;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;25.5;15.13
2018-11;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;39.39;10.13
2018-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;13.94;8.26
2018-11;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;53.7;12.36
2018-11;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;25.93;9.12
2018-11;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;23.08;12.27
2018-11;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;0.0;40.0
2018-11;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;26.92;15.87
2018-11;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;35.44;11.66
2018-11;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;21.02;10.09
2018-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;27.27;5.42
2018-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;25.47;15.69
2018-12;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;14.75;8.13
2018-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;27.57;9.2
2018-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;55.0;24.31
2018-12;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;36.96;14.04
2018-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;25.56;12.26
2018-12;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;30.51;9.97
2019-01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;33.33;12.5
2019-01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;0.0;3.51
2019-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;25.0;12.5
2019-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;;0.0
2019-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;33.33;17.07
2019-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;30.0;6.06
2019-02;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;29.63;8.26
2019-02;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;33.33;8.77
2019-02;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;31.25;7.0
2019-02;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;0.0;5.56
2019-02;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;36.36;17.78
2019-02;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;16.67;4.46
2019-02;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;66.67;31.11
2019-02;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;14.29;18.18
2019-02;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;9.68;14.14
2019-02;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;0.0;3.85
2019-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;23.73;18.75
2019-03;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;11.11;8.11
2019-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;32.65;17.19
2019-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;10.87;12.07
2019-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;38.89;36.36
2019-03;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;17.39;3.27
2019-03;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;37.84;11.38
2019-03;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;16.67;22.09
2019-03;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;12.82;11.19
2019-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;50.0;12.68
2019-04;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;50.0;9.09
2019-04;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;57.14;14.29
2019-04;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;;0.0
2019-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;31.58;15.38
2019-04;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;18.75;13.01
2019-04;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;23.53;10.08
2019-04;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;10.42;10.67
2019-04;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;44.0;10.89
2019-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;60.0;19.32
2019-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;52.94;19.48
2019-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;22.81;11.43
2019-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;62.5;14.63
2019-05;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;0.0;18.89
2019-05;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;40.0;21.74
2019-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;21.43;14.2
2019-05;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;23.81;9.09
2019-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;38.24;13.91
2019-06;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;42.11;10.7
2019-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;29.17;8.43
2019-06;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;26.06;13.48
2019-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;25.45;8.61
2019-06;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;62.5;22.03
2019-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;41.38;15.12
2019-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;12.36;11.66
2019-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;24.41;7.16
2019-06;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;21.95;4.39
2019-06;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;0.0;0.0
2019-06;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;34.62;16.07
2019-06;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;31.11;10.9
2019-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;45.45;18.81
2019-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;40.0;11.58
2019-07;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;25.97;7.11
2019-07;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;30.99;10.23
2019-07;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;24.75;13.08
2019-07;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;0.0;0.0
2019-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;45.83;16.52
2019-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;25.93;8.89
2019-08;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;30.0;7.5
2019-08;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;30.14;10.51
2019-08;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;50.0;21.92
2019-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;21.84;15.0
2019-08;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;20.19;10.0
2019-08;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;47.22;18.95
2019-09;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;46.43;11.15
2019-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;50.0;16.41
2019-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;27.27;6.92
2019-09;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;13.99;11.85
2019-09;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;42.0;9.52
2019-10;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;27.08;9.77
2019-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;23.21;15.49
2019-10;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;36.07;16.45
2019-10;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;24.49;12.1
2019-10;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;20.0;10.8
2019-10;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;25.0;8.85
2019-10;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;0.0;0.0
2019-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;38.3;17.65
2019-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;47.06;10.56
2019-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;23.08;7.24
2019-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;26.02;13.51
2019-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;29.0;10.26
2019-11;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;30.34;13.48
2019-11;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;25.93;10.24
2019-11;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;26.29;7.58
2019-11;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;20.83;12.38
2019-11;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;40.54;19.07
2019-11;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;33.33;12.43
2019-11;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;35.62;16.27
2019-11;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;20.42;12.16
2019-11;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;0.0;0.0
2019-11;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;37.25;17.05
2019-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;51.52;17.39
2019-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;48.89;17.61
2019-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;23.77;13.97
2019-12;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;0.0;0.0
2019-12;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;30.61;12.12
2019-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;35.09;17.55
2019-12;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;28.69;9.79
2019-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;35.0;16.52
2019-12;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;28.57;9.85
2020-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;0.0;20.0
2020-01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;50.0;36.36
2020-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;25.0;5.56
2020-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;100.0;0.0
2020-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;42.86;19.44
2020-01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;50.0;4.0
2020-01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;28.57;17.39
2020-01;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;0.0;
2020-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;25.0;10.53
2020-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;40.0;24.39
2020-02;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;20.0;8.57
2020-02;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;30.0;18.26
2020-02;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;20.0;6.98
2020-02;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;33.33;15.15
2020-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;20.51;8.7
2020-02;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;41.18;25.93
2020-02;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;15.79;30.95
2020-02;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;50.0;13.33
2020-02;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;41.67;8.33
2020-02;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;17.86;14.12
2020-02;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;0.0;10.53
2020-02;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;0.0;
2020-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;25.0;25.0
2020-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;21.43;18.18
2020-03;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;20.83;10.37
2020-03;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;40.0;11.38
2020-03;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;33.33;3.05
2020-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;14.81;23.19
2020-03;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;20.93;15.04
