ano;trimestre;regiao;instituicao;cod_capitulo;desc_capitulo;taxa_internamento;dias_internamento;taxa_mortalidade
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E.P.E.;2;Neoplasias;8.05;2790;13.13
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;2.6;937;15.63
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.9;1636;2.86
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E.P.E.;11;Doenças do aparelho digestivo;10.17;3475;6.93
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.6;511;10.17
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;6.67;3123;4.88
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Almada / Seixal, E.P.E.;2;Neoplasias;7.95;4152;12.5
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Almada / Seixal, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;2.29;4814;0.82
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Almada / Seixal, E.P.E.;10;Doenças do aparelho respiratório;10.39;5544;15.34
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Almada / Seixal, E.P.E.;15;Gravidez, parto e puerpério;12.92;2807;0.0
2023;Quarto;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;7;Doenças do olho e anexos;0.08;7;0.0
2023;Quarto;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;11;Doenças do aparelho digestivo;12.97;2961;7.1
2023;Quarto;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.57;508;4.48
2023;Quarto;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.95;1523;10.53
2023;Quarto;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;2.6;4862;1.97
2023;Quarto;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.38;171;0.0
2023;Quarto;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;10;Doenças do aparelho respiratório;16.14;8383;11.88
2023;Quarto;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.86;626;6.0
2023;Quarto;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.52;1546;0.0
2023;Quarto;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.16;1389;6.35
2023;Segundo;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;2.07;1631;0.0
2024;Terceiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;16;Algumas condições originadas no período perinatal;0.16;54;7.69
2024;Terceiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;9.52;12078;3.64
2024;Terceiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;13.06;5212;2.75
2024;Terceiro;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Coimbra, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.35;1;0.0
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;6;Doenças do sistema nervoso;1.44;198;8.7
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;16;Algumas condições originadas no período perinatal;0.44;80;0.0
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.06;1;0.0
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;9.19;609;1.36
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;1;Algumas doenças infecciosas e parasitárias;4.2;1030;16.47
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.84;311;23.53
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;7;Doenças do olho e anexos;0.1;8;0.0
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;9;Doenças do aparelho circulatório;15.52;3898;9.24
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;12.87;1883;0.98
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;2;Neoplasias;6.86;2670;18.84
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;6;Doenças do sistema nervoso;1.32;513;5.36
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.22;3802;6.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;22;Códigos para fins especiais;1.53;739;26.15
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.58;215;9.09
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;7;Doenças do olho e anexos;0.05;16;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.42;54;6.25
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;9;Doenças do aparelho circulatório;13.97;6702;9.94
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;15;Gravidez, parto e puerpério;8.18;1132;0.0
2023;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;2;Neoplasias;6.78;1815;13.13
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;2;Neoplasias;8.0;6397;17.12
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.88;1266;1.55
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.61;141;0.0
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;10;Doenças do aparelho respiratório;12.26;7099;12.01
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;1.91;1572;2.29
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;11.14;4104;1.18
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;2;Neoplasias;6.68;5608;11.68
2023;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;9;Doenças do aparelho circulatório;19.03;15613;6.86
2023;Segundo;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;10;Doenças do aparelho respiratório;6.45;2062;13.57
2023;Segundo;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.17;249;7.5
2023;Segundo;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.07;19;0.0
2023;Segundo;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;10;Doenças do aparelho respiratório;4.23;701;2.65
2023;Segundo;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E.P.E.;1;Algumas doenças infecciosas e parasitárias;3.8;2034;24.66
2023;Segundo;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E.P.E.;2;Neoplasias;6.25;2477;17.5
2023;Segundo;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;3.15;1661;0.0
2023;Segundo;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E.P.E.;10;Doenças do aparelho respiratório;11.35;4603;15.83
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.05;12;0.0
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;12.51;4152;2.77
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;1;Algumas doenças infecciosas e parasitárias;3.67;1854;12.27
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.72;351;0.0
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;7;Doenças do olho e anexos;0.07;17;0.0
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;11;Doenças do aparelho digestivo;10.65;3556;5.29
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.11;16;0.0
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;9.82;4302;2.52
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;2.49;2633;0.88
2024;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;10;Doenças do aparelho respiratório;10.43;5933;21.31
2023;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;7;Doenças do olho e anexos;0.31;95;0.0
2023;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;9;Doenças do aparelho circulatório;18.84;5235;8.18
2023;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;10;Doenças do aparelho respiratório;11.34;3064;11.48
2023;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;6.37;908;0.54
2023;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;15;Gravidez, parto e puerpério;9.25;1042;0.0
2023;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.66;3069;2.37
2023;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.92;279;11.43
2023;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;3.3;453;13.33
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;15;Gravidez, parto e puerpério;6.5;479;0.0
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;16;Algumas condições originadas no período perinatal;0.32;51;0.0
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;6;Doenças do sistema nervoso;1.95;2614;4.51
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;9;Doenças do aparelho circulatório;14.84;19801;7.26
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;10;Doenças do aparelho respiratório;11.69;16907;9.28
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;11;Doenças do aparelho digestivo;9.02;7891;4.22
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;13.77;8874;3.62
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.54;222;16.13
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;2.07;824;6.72
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;9;Doenças do aparelho circulatório;13.05;7641;10.0
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;10;Doenças do aparelho respiratório;18.91;9642;17.02
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;11;Doenças do aparelho digestivo;10.13;4302;6.19
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.85;1878;0.72
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;14;Doenças do aparelho geniturinário;6.04;2873;7.2
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;16;Algumas condições originadas no período perinatal;0.16;51;0.0
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.3;41;0.0
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;10.09;7566;4.48
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;10;Doenças do aparelho respiratório;28.64;4219;15.83
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;10.51;732;1.31
2024;Primeiro;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.79;582;11.11
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.54;93;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;9;Doenças do aparelho circulatório;6.33;2168;13.82
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;11;Doenças do aparelho digestivo;13.28;1651;3.45
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;14;Doenças do aparelho geniturinário;4.49;781;1.85
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;1;Algumas doenças infecciosas e parasitárias;6.16;756;28.92
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.15;12;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;11;Doenças do aparelho digestivo;10.53;1007;4.93
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;1.85;470;4.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.56;384;2.38
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;8;Doenças do ouvido e da apófise mastóide;1.04;321;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.67;457;6.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.53;116;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;10.31;3480;0.78
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.22;742;9.09
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;9;Doenças do aparelho circulatório;12.24;7531;11.49
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;10;Doenças do aparelho respiratório;22.07;10714;10.22
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;16;Algumas condições originadas no período perinatal;0.1;67;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.1;19;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;7.25;2598;1.37
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.85;217;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;15;Gravidez, parto e puerpério;8.0;1755;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.39;6292;4.75
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;8.1;2081;0.51
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;2.5;759;5.88
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.44;263;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;6;Doenças do sistema nervoso;1.62;653;15.15
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.81;54;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.48;1239;0.55
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;15;Gravidez, parto e puerpério;8.69;1233;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.54;2789;2.58
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;3.39;2868;3.87
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;9;Doenças do aparelho circulatório;10.1;9210;8.98
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;16;Algumas condições originadas no período perinatal;0.3;148;4.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;1.07;328;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.61;898;1.43
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.66;203;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.97;1156;4.55
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;14;Doenças do aparelho geniturinário;7.78;5447;2.14
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;16;Algumas condições originadas no período perinatal;0.08;51;11.11
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;9;Doenças do aparelho circulatório;14.03;7457;7.52
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;3.69;1568;0.44
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.28;63;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;22;Códigos para fins especiais;0.58;373;11.11
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;1;Algumas doenças infecciosas e parasitárias;2.28;1433;23.36
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Almada / Seixal, E.P.E.;22;Códigos para fins especiais;0.15;82;14.29
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;1;Algumas doenças infecciosas e parasitárias;3.87;4367;25.81
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.57;171;0.0
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;10;Doenças do aparelho respiratório;10.37;6806;14.19
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;11;Doenças do aparelho digestivo;8.83;6500;7.7
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;7.59;8231;4.39
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;9;Doenças do aparelho circulatório;24.1;9540;5.55
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.13;402;2.0
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;2;Neoplasias;8.25;2870;13.4
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;9;Doenças do aparelho circulatório;8.61;4570;7.52
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;3.13;1384;0.86
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;14;Doenças do aparelho geniturinário;7.53;3429;4.3
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.54;66;0.0
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;6;Doenças do sistema nervoso;2.1;1598;1.89
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;15;Gravidez, parto e puerpério;10.11;2191;0.0
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.87;5752;1.56
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.24;86;0.0
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.32;364;0.0
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.45;78;0.0
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.68;386;0.0
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.01;1099;0.47
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;5.1;3172;5.17
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;2;Neoplasias;8.15;3213;19.62
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.79;477;10.53
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;7;Doenças do olho e anexos;0.06;29;0.0
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;1.38;337;0.0
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.32;610;2.38
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;16.9;2277;0.37
2024;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, E.P.E.;2;Neoplasias;4.41;1316;27.5
