geocod;geodsg;sinal_conv;sinal_conv_desc;valor;periodo;indicador_cod;indicador_dsg
16J0909;Mêda;&;Dado provisório;4.2;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1840214;Vidigueira;&;Dado provisório;4.2;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1861212;Nisa;&;Dado provisório;4.2;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1111603;Melgaço;&;Dado provisório;4.3;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A1304;Gondomar;&;Dado provisório;4.3;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A1310;Paredes;&;Dado provisório;4.3;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0601;Arganil;&;Dado provisório;4.3;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G1803;Castro Daire;&;Dado provisório;4.3;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0906;Gouveia;&;Dado provisório;4.3;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004204;Povoação;&;Dado provisório;4.3;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
3003101;Calheta;&;Dado provisório;4.3;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1111604;Monção;&;Dado provisório;4.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1190314;Vizela;&;Dado provisório;4.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A1315;Valongo;&;Dado provisório;4.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A1316;Vila do Conde;&;Dado provisório;4.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11C0305;Celorico de Basto;&;Dado provisório;4.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11C1307;Marco de Canaveses;&;Dado provisório;4.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11C1309;Paços de Ferreira;&;Dado provisório;4.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D1807;Moimenta da Beira;&;Dado provisório;4.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16D0103;Anadia;&;Dado provisório;4.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16I1410;Entroncamento;&;Dado provisório;4.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0504;Fundão;&;Dado provisório;4.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1861205;Castelo de Vide;&;Dado provisório;4.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
3003102;Câmara de Lobos;&;Dado provisório;4.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
3003106;Porto Moniz;&;Dado provisório;4.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11C1305;Lousada;&;Dado provisório;4.5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16F1015;Pombal;&;Dado provisório;4.5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1870706;Montemor-o-Novo;&;Dado provisório;4.5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1870713;Viana do Alentejo;&;Dado provisório;4.5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D1701;Alijó;&;Dado provisório;4.6;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G1809;Nelas;&;Dado provisório;4.6;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1851407;Chamusca;&;Dado provisório;4.6;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1851412;Golegã;&;Dado provisório;4.6;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0606;Góis;&;Dado provisório;4.7;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0608;Mira;&;Dado provisório;4.7;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16F1013;Pedrógão Grande;&;Dado provisório;4.7;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701107;Loures;&;Dado provisório;4.7;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004202;Nordeste;&;Dado provisório;4.7;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1111601;Arcos de Valdevez;&;Dado provisório;4.8;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G1811;Penalva do Castelo;&;Dado provisório;4.8;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1840213;Serpa;&;Dado provisório;4.8;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1120313;Vila Verde;&;Dado provisório;4.9;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A0116;São João da Madeira;&;Dado provisório;4.9;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G1816;São Pedro do Sul;&;Dado provisório;4.9;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16H0505;Idanha-a-Nova;&;Dado provisório;4.9;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
181;Alentejo Litoral;&;Dado provisório;4.9;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D0403;Carrazeda de Ansiães;&;Dado provisório;5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D0409;Torre de Moncorvo;&;Dado provisório;5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E1808;Mortágua;&;Dado provisório;5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0501;Belmonte;&;Dado provisório;5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701105;Cascais;&;Dado provisório;5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1840206;Castro Verde;&;Dado provisório;5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1861201;Alter do Chão;&;Dado provisório;5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1861208;Fronteira;&;Dado provisório;5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11E0410;Vila Flor;&;Dado provisório;5.1;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16D;Região de Aveiro;&;Dado provisório;5.1;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0111;Mealhada;&;Dado provisório;5.1;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G1824;Vouzela;&;Dado provisório;5.1;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16H0508;Proença-a-Nova;&;Dado provisório;5.1;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1870714;Vila Viçosa;&;Dado provisório;5.1;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1111606;Ponte da Barca;&;Dado provisório;5.2;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1190304;Cabeceiras de Basto;&;Dado provisório;5.2;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11B1712;Valpaços;&;Dado provisório;5.2;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0607;Lousã;&;Dado provisório;5.2;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0904;Figueira de Castelo Rodrigo;&;Dado provisório;5.2;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701110;Oeiras;&;Dado provisório;5.2;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1190312;Vila Nova de Famalicão;&;Dado provisório;5.3;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0615;Soure;&;Dado provisório;5.3;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004603;São Roque do Pico;&;Dado provisório;5.3;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11E0412;Vinhais;&;Dado provisório;5.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0913;Trancoso;&;Dado provisório;5.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004302;Vila da Praia da Vitória;&;Dado provisório;5.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
3003108;Santa Cruz;&;Dado provisório;5.4;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1111607;Ponte de Lima;&;Dado provisório;5.5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11B1713;Vila Pouca de Aguiar;&;Dado provisório;5.5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D1710;Sabrosa;&;Dado provisório;5.5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11E0408;Mogadouro;&;Dado provisório;5.5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
185;Lezíria do Tejo;&;Dado provisório;5.5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004101;Vila do Porto;&;Dado provisório;5.5;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1190311;Vieira do Minho;&;Dado provisório;5.6;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0616;Tábua;&;Dado provisório;5.6;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004401;Santa Cruz da Graciosa;&;Dado provisório;5.6;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D1801;Armamar;&;Dado provisório;5.7;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G1822;Vila Nova de Paiva;&;Dado provisório;5.7;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1191705;Mondim de Basto;&;Dado provisório;5.8;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G0901;Aguiar da Beira;&;Dado provisório;5.8;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701114;Vila Franca de Xira;&;Dado provisório;5.8;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1840207;Cuba;&;Dado provisório;5.8;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1120302;Barcelos;&;Dado provisório;5.9;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A0109;Santa Maria da Feira;&;Dado provisório;5.9;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11B1706;Montalegre;&;Dado provisório;5.9;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11C;Tâmega e Sousa;&;Dado provisório;5.9;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11E0401;Alfândega da Fé;&;Dado provisório;5.9;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16F;Região de Leiria;&;Dado provisório;5.9;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11B1709;Ribeira de Pena;&;Dado provisório;6;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
15;Algarve;&;Dado provisório;6;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
150;Algarve;&;Dado provisório;6;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1861210;Marvão;&;Dado provisório;6;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
3003104;Machico;&;Dado provisório;6;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D0404;Freixo de Espada à Cinta;&;Dado provisório;6.1;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
119;Ave;&;Dado provisório;6.2;2011;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
