freq;freq_label;indic_de;indic_de_label;unit;unit_label;geo;geo_label;time;time_label;value
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT17;Área Metropolitana de Lisboa (NUTS 2021);2018;2018;31.4
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT17;Área Metropolitana de Lisboa (NUTS 2021);2018;2018;31.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT170;Área Metropolitana de Lisboa (NUTS 2021);2018;2018;31.3
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT170;Área Metropolitana de Lisboa (NUTS 2021);2018;2018;31.5
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT170;Área Metropolitana de Lisboa (NUTS 2021);2018;2018;31.1
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT170;Área Metropolitana de Lisboa (NUTS 2021);2018;2018;31.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT170;Área Metropolitana de Lisboa (NUTS 2021);2018;2018;32.0
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT170;Área Metropolitana de Lisboa (NUTS 2021);2018;2018;31.8
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT18;Alentejo (NUTS 2021);2018;2018;31.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT18;Alentejo (NUTS 2021);2018;2018;31.3
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT18;Alentejo (NUTS 2021);2018;2018;31.5
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT18;Alentejo (NUTS 2021);2018;2018;30.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT18;Alentejo (NUTS 2021);2018;2018;30.8
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT18;Alentejo (NUTS 2021);2018;2018;30.9
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT181;Alentejo Litoral (NUTS 2021);2018;2018;30.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT181;Alentejo Litoral (NUTS 2021);2018;2018;31.2
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT181;Alentejo Litoral (NUTS 2021);2018;2018;31.2
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT181;Alentejo Litoral (NUTS 2021);2018;2018;31.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT181;Alentejo Litoral (NUTS 2021);2018;2018;31.5
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT181;Alentejo Litoral (NUTS 2021);2018;2018;31.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT184;Baixo Alentejo (NUTS 2021);2018;2018;31.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT184;Baixo Alentejo (NUTS 2021);2018;2018;31.6
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT184;Baixo Alentejo (NUTS 2021);2018;2018;30.8
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT184;Baixo Alentejo (NUTS 2021);2018;2018;30.9
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT184;Baixo Alentejo (NUTS 2021);2018;2018;31.1
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT184;Baixo Alentejo (NUTS 2021);2018;2018;30.8
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT185;Lezíria do Tejo (NUTS 2021);2018;2018;30.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT185;Lezíria do Tejo (NUTS 2021);2018;2018;31.6
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT185;Lezíria do Tejo (NUTS 2021);2018;2018;31.4
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT185;Lezíria do Tejo (NUTS 2021);2018;2018;31.4
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT185;Lezíria do Tejo (NUTS 2021);2018;2018;32.1
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT185;Lezíria do Tejo (NUTS 2021);2018;2018;31.7
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT186;Alto Alentejo (NUTS 2021);2018;2018;31.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT186;Alto Alentejo (NUTS 2021);2018;2018;31.4
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT186;Alto Alentejo (NUTS 2021);2018;2018;31.8
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT186;Alto Alentejo (NUTS 2021);2018;2018;31.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT186;Alto Alentejo (NUTS 2021);2018;2018;31.7
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT186;Alto Alentejo (NUTS 2021);2018;2018;31.6
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT187;Alentejo Central (NUTS 2021);2018;2018;31.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT187;Alentejo Central (NUTS 2021);2018;2018;31.9
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT187;Alentejo Central (NUTS 2021);2018;2018;32.0
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT187;Alentejo Central (NUTS 2021);2018;2018;32.4
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT187;Alentejo Central (NUTS 2021);2018;2018;32.3
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT187;Alentejo Central (NUTS 2021);2018;2018;32.4
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT19;Centro (PT);2018;2018;32.4
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT19;Centro (PT);2018;2018;32.1
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT19;Centro (PT);2018;2018;31.8
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT19;Centro (PT);2018;2018;32.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT19;Centro (PT);2018;2018;32.1
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT19;Centro (PT);2018;2018;32.2
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT191;Região de Aveiro;2018;2018;32.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT191;Região de Aveiro;2018;2018;32.5
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT191;Região de Aveiro;2018;2018;32.5
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT191;Região de Aveiro;2018;2018;32.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT191;Região de Aveiro;2018;2018;32.7
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT191;Região de Aveiro;2018;2018;32.3
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT192;Região de Coimbra;2018;2018;32.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT192;Região de Coimbra;2018;2018;32.8
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT192;Região de Coimbra;2018;2018;32.5
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT192;Região de Coimbra;2018;2018;32.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT192;Região de Coimbra;2018;2018;32.9
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT192;Região de Coimbra;2018;2018;33.0
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT193;Região de Leiria;2018;2018;32.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT193;Região de Leiria;2018;2018;32.8
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT193;Região de Leiria;2018;2018;32.8
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT193;Região de Leiria;2018;2018;32.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT193;Região de Leiria;2018;2018;31.6
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT193;Região de Leiria;2018;2018;31.6
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT194;Viseu Dão Lafões;2018;2018;31.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT194;Viseu Dão Lafões;2018;2018;31.6
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT194;Viseu Dão Lafões;2018;2018;31.4
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT194;Viseu Dão Lafões;2018;2018;31.9
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT194;Viseu Dão Lafões;2018;2018;32.0
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT194;Viseu Dão Lafões;2018;2018;32.1
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT195;Beira Baixa;2018;2018;32.4
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT195;Beira Baixa;2018;2018;32.2
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT195;Beira Baixa;2018;2018;32.3
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT195;Beira Baixa;2018;2018;32.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT195;Beira Baixa;2018;2018;32.2
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT195;Beira Baixa;2018;2018;32.2
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT196;Beiras e Serra da Estrela;2018;2018;31.9
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT196;Beiras e Serra da Estrela;2018;2018;32.2
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT196;Beiras e Serra da Estrela;2018;2018;32.1
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT196;Beiras e Serra da Estrela;2018;2018;32.4
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT196;Beiras e Serra da Estrela;2018;2018;32.1
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT196;Beiras e Serra da Estrela;2018;2018;32.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1A;Grande Lisboa;2018;2018;32.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1A;Grande Lisboa;2018;2018;32.4
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1A;Grande Lisboa;2018;2018;31.8
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1A;Grande Lisboa;2018;2018;31.9
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1A;Grande Lisboa;2018;2018;31.9
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1A;Grande Lisboa;2018;2018;31.9
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1A0;Grande Lisboa;2018;2018;32.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1A0;Grande Lisboa;2018;2018;32.3
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1A0;Grande Lisboa;2018;2018;32.2
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1A0;Grande Lisboa;2018;2018;32.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1A0;Grande Lisboa;2018;2018;32.4
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1A0;Grande Lisboa;2018;2018;32.6
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1B;Península de Setúbal;2018;2018;32.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1B;Península de Setúbal;2018;2018;32.7
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1B;Península de Setúbal;2018;2018;32.2
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1B;Península de Setúbal;2018;2018;32.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1B;Península de Setúbal;2018;2018;32.1
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1B;Península de Setúbal;2018;2018;32.4
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1B0;Península de Setúbal;2018;2018;32.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1B0;Península de Setúbal;2018;2018;32.2
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1B0;Península de Setúbal;2018;2018;32.6
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1B0;Península de Setúbal;2018;2018;32.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1B0;Península de Setúbal;2018;2018;32.5
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1B0;Península de Setúbal;2018;2018;32.6
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1C;Alentejo;2018;2018;31.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1C;Alentejo;2018;2018;31.4
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1C;Alentejo;2018;2018;31.8
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1C;Alentejo;2018;2018;31.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1C;Alentejo;2018;2018;31.7
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1C;Alentejo;2018;2018;31.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1C1;Alentejo Litoral;2018;2018;31.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1C1;Alentejo Litoral;2018;2018;31.9
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1C1;Alentejo Litoral;2018;2018;32.3
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1C1;Alentejo Litoral;2018;2018;32.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1C1;Alentejo Litoral;2018;2018;32.3
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1C1;Alentejo Litoral;2018;2018;31.9
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1C2;Baixo Alentejo;2018;2018;32.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1C2;Baixo Alentejo;2018;2018;32.2
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1C2;Baixo Alentejo;2018;2018;32.4
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1C2;Baixo Alentejo;2018;2018;32.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1C2;Baixo Alentejo;2018;2018;32.2
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1C2;Baixo Alentejo;2018;2018;32.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1C3;Alto Alentejo;2018;2018;32.3
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1C3;Alto Alentejo;2018;2018;32.8
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1C3;Alto Alentejo;2018;2018;32.7
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1C3;Alto Alentejo;2018;2018;32.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1C3;Alto Alentejo;2018;2018;32.1
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1C3;Alto Alentejo;2018;2018;32.0
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1C4;Alentejo Central;2018;2018;32.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1C4;Alentejo Central;2018;2018;31.9
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1C4;Alentejo Central;2018;2018;32.4
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1C4;Alentejo Central;2018;2018;32.3
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1C4;Alentejo Central;2018;2018;32.4
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1C4;Alentejo Central;2018;2018;32.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1D;Oeste e Vale do Tejo;2018;2018;32.3
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1D;Oeste e Vale do Tejo;2018;2018;32.6
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1D;Oeste e Vale do Tejo;2018;2018;32.5
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1D;Oeste e Vale do Tejo;2018;2018;30.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1D;Oeste e Vale do Tejo;2018;2018;31.2
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1D;Oeste e Vale do Tejo;2018;2018;31.0
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1D1;Oeste;2018;2018;31.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1D1;Oeste;2018;2018;30.7
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1D1;Oeste;2018;2018;30.8
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1D1;Oeste;2018;2018;30.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1D1;Oeste;2018;2018;31.3
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1D1;Oeste;2018;2018;31.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1D2;Médio Tejo;2018;2018;31.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1D2;Médio Tejo;2018;2018;31.7
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1D2;Médio Tejo;2018;2018;33.0
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1D2;Médio Tejo;2018;2018;32.9
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1D2;Médio Tejo;2018;2018;33.1
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1D2;Médio Tejo;2018;2018;33.0
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1D3;Lezíria do Tejo;2018;2018;33.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1D3;Lezíria do Tejo;2018;2018;33.2
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1D3;Lezíria do Tejo;2018;2018;33.1
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1D3;Lezíria do Tejo;2018;2018;33.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1D3;Lezíria do Tejo;2018;2018;33.1
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1D3;Lezíria do Tejo;2018;2018;33.1
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT2;Região Autónoma dos Açores;2018;2018;33.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT2;Região Autónoma dos Açores;2018;2018;30.6
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT2;Região Autónoma dos Açores;2018;2018;30.9
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT2;Região Autónoma dos Açores;2018;2018;31.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT2;Região Autónoma dos Açores;2018;2018;31.2
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT2;Região Autónoma dos Açores;2018;2018;31.6
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT20;Região Autónoma dos Açores;2018;2018;31.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT20;Região Autónoma dos Açores;2018;2018;31.7
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT20;Região Autónoma dos Açores;2018;2018;32.0
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT20;Região Autónoma dos Açores;2018;2018;31.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT20;Região Autónoma dos Açores;2018;2018;31.8
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT20;Região Autónoma dos Açores;2018;2018;32.0
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT200;Região Autónoma dos Açores;2018;2018;31.3
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT200;Região Autónoma dos Açores;2018;2018;31.6
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT200;Região Autónoma dos Açores;2018;2018;31.8
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT200;Região Autónoma dos Açores;2018;2018;31.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT200;Região Autónoma dos Açores;2018;2018;32.0
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT200;Região Autónoma dos Açores;2018;2018;32.0
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT3;Região Autónoma da Madeira;2018;2018;32.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT3;Região Autónoma da Madeira;2018;2018;32.1
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT3;Região Autónoma da Madeira;2018;2018;32.4
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT3;Região Autónoma da Madeira;2018;2018;32.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT3;Região Autónoma da Madeira;2018;2018;32.5
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT3;Região Autónoma da Madeira;2018;2018;31.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT30;Região Autónoma da Madeira;2018;2018;31.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT30;Região Autónoma da Madeira;2018;2018;31.4
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT30;Região Autónoma da Madeira;2018;2018;31.6
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT30;Região Autónoma da Madeira;2018;2018;31.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT30;Região Autónoma da Madeira;2018;2018;31.8
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT30;Região Autónoma da Madeira;2018;2018;31.9
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT300;Região Autónoma da Madeira;2018;2018;32.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT300;Região Autónoma da Madeira;2018;2018;32.0
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT300;Região Autónoma da Madeira;2018;2018;32.1
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT300;Região Autónoma da Madeira;2018;2018;32.3
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT300;Região Autónoma da Madeira;2018;2018;33.2
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT300;Região Autónoma da Madeira;2018;2018;33.2
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT;Portugal;2019;2019;29.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT;Portugal;2019;2019;29.2
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT;Portugal;2019;2019;29.3
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT;Portugal;2019;2019;29.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT;Portugal;2019;2019;29.8
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT;Portugal;2019;2019;29.7
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1;Continente;2019;2019;30.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1;Continente;2019;2019;30.1
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1;Continente;2019;2019;30.2
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1;Continente;2019;2019;30.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1;Continente;2019;2019;28.7
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1;Continente;2019;2019;29.0
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT11;Norte;2019;2019;28.9
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT11;Norte;2019;2019;29.5
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT11;Norte;2019;2019;29.6
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT11;Norte;2019;2019;29.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT11;Norte;2019;2019;29.8
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT11;Norte;2019;2019;30.1
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT111;Alto Minho;2019;2019;30.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT111;Alto Minho;2019;2019;30.2
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT111;Alto Minho;2019;2019;30.5
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT111;Alto Minho;2019;2019;29.3
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT111;Alto Minho;2019;2019;29.5
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT111;Alto Minho;2019;2019;29.6
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT112;Cávado;2019;2019;30.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT112;Cávado;2019;2019;30.3
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT112;Cávado;2019;2019;30.4
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT112;Cávado;2019;2019;30.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT112;Cávado;2019;2019;30.8
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT112;Cávado;2019;2019;31.0
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT119;Ave;2019;2019;31.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT119;Ave;2019;2019;31.2
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT119;Ave;2019;2019;28.6
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT119;Ave;2019;2019;29.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT119;Ave;2019;2019;29.2
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT119;Ave;2019;2019;29.3
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT11A;Área Metropolitana do Porto;2019;2019;29.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT11A;Área Metropolitana do Porto;2019;2019;29.7
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT11A;Área Metropolitana do Porto;2019;2019;29.9
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT11A;Área Metropolitana do Porto;2019;2019;30.3
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT11A;Área Metropolitana do Porto;2019;2019;30.4
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT11A;Área Metropolitana do Porto;2019;2019;30.2
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT11B;Alto Tâmega e Barroso;2019;2019;30.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT11B;Alto Tâmega e Barroso;2019;2019;28.3
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT11B;Alto Tâmega e Barroso;2019;2019;28.9
