parent_uls_std,year,month,divida_total_fornecedores_externos,divida_vencida_fornecedores_externos,pagamentos_em_atraso,taxa_internamento,dias_internamento,taxa_mortalidade,mortalidade_avc_hemorragico_30_dias,mortalidade_avc_isquemico_30_dias,resultado_liquido,resultados_operacionais,covid_period,election_month,uls_integrated,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,entidade,parent_uls,entidade_std
"Administração Central Do Sistema De Saúde, I.P",2017.0,1.0,42715.34,42715.34,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2017.0,2.0,-5577.86,-5577.86,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2017.0,3.0,-7622.11,-7622.11,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2017.0,4.0,4729.83,4729.83,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2017.0,5.0,137295.56,137295.56,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2017.0,6.0,160698.95,160698.95,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2017.0,7.0,10835.96,10835.96,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2017.0,8.0,119236.72,119236.72,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2017.0,9.0,80156.68,80156.68,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2017.0,10.0,81769.76,81769.76,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2017.0,11.0,190210.41,190210.41,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2017.0,12.0,15235.87,15235.87,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2018.0,1.0,36292.4,36292.4,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2018.0,2.0,58621.98,58621.98,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2018.0,3.0,57685.4,57685.4,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2018.0,4.0,98607.2,98607.2,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2018.0,5.0,16727.83,16727.83,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2018.0,6.0,28726.5,1829.66,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2018.0,7.0,16548.78,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2018.0,8.0,49006.85,24691.21,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2018.0,9.0,68718.36,26087.91,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2018.0,10.0,66655.42,35325.35,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2018.0,11.0,73987.38,61419.47,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2018.0,12.0,1659.28,1659.28,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2019.0,1.0,36324.4,32672.4,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2019.0,2.0,20284.120000000003,4888.51,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2019.0,3.0,95133.76000000001,94703.8,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2019.0,4.0,96464.53,38215.24,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2019.0,5.0,87873.28,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2019.0,6.0,420.89,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2019.0,7.0,2836.6099999999997,2415.72,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2019.0,8.0,3891.74,3470.85,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2019.0,9.0,2836.6099999999997,2415.72,2415.72,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2019.0,10.0,2878.53,2457.54,2415.72,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2019.0,11.0,2869.03,2457.54,2415.72,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2019.0,12.0,107942.05,2415.72,2415.72,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2020.0,1.0,4136.62,2415.72,2415.72,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2020.0,2.0,8075.89,5222.62,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2020.0,3.0,26987.32,5218.87,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2020.0,4.0,7638.34,5222.62,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2020.0,5.0,8478.36,7638.34,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2020.0,6.0,8604.62,7638.34,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2020.0,7.0,8317.97,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2020.0,8.0,8240.79,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2020.0,9.0,10185.29,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2020.0,10.0,12977.35,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2020.0,11.0,10464.86,5222.62,5222.62,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2020.0,12.0,114074.58,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2021.0,1.0,43399.34,5222.62,0.0,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2021.0,2.0,35104.75,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
"Administração Central Do Sistema De Saúde, I.P",2021.0,3.0,8342.99,5222.62,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Administração Central do Sistema de Saúde, I.P","Administração Central do Sistema de Saúde, I.P",
