tempo;regiao;entidade;localizacao_geografica;tipologia_de_ausencia;valor
2014-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Cumprimento de pena disciplinar;0
2021-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Protecção na parentalidade;1966
2014-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Outras;1056
2021-01;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Casamento;0
2014-05;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496, -7.9489909;Cumprimento de pena disciplinar;0
2021-01;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Protecção na parentalidade;196
2014-05;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496, -7.9489909;Injustificadas;61
2021-01;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Por acidente em serviço ou doença profissional;150
2014-05;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Por conta do período de férias;249
2021-01;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Por conta do período de férias;9
2014-05;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193, -8.4212899;Protecção na parentalidade;5827
2021-01;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Greve;0
2014-05;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193, -8.4212899;Falecimento de familiar;612
2021-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Por acidente em serviço ou doença profissional;2725
2014-05;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193, -8.4212899;Doença;21065
2021-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Assistência a familiares;148
2014-05;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Falecimento de familiar;146
2021-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Falecimento de familiar;114
2014-05;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Por acidente em serviço ou doença profissional;476
2021-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Por acidente em serviço ou doença profissional;1411
2014-05;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Greve;32
2021-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Assistência a familiares;67
2014-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Falecimento de familiar;203
2021-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Trabalhador-estudante;74
2014-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Por acidente em serviço ou doença profissional;1463
2021-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Com perda do vencimento;16
2014-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Cumprimento de pena disciplinar;0
2021-01;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Assistência a familiares;64
2014-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Por acidente em serviço ou doença profissional;335
2021-01;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Por conta do período de férias;0
2014-05;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;Falecimento de familiar;10
2021-01;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Outras;51
2014-05;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;Trabalhador-estudante;6
2021-01;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Casamento;0
2014-05;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;Greve;0
2021-01;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Falecimento de familiar;70
2014-05;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;Injustificadas;0
2021-01;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Por acidente em serviço ou doença profissional;505
2014-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Casamento;183
2021-01;Região de Saúde LVT;Direção-Geral da Saúde;38.7364065, -9.1379161;Por conta do período de férias;0
2014-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Trabalhador-estudante;542
2021-01;Região de Saúde LVT;Direção-Geral da Saúde;38.7364065, -9.1379161;Cumprimento de pena disciplinar;0
2014-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Cumprimento de pena disciplinar;0
2021-01;Região de Saúde LVT;Direção-Geral da Saúde;38.7364065, -9.1379161;Greve;0
2014-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Greve;2634
2021-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Assistência a familiares;21
2014-05;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Trabalhador-estudante;9
2021-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Injustificadas;64
2014-05;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Por conta do período de férias;2
2021-01;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713, -9.1822554;Casamento;0
2014-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897, -8.8586755;Assistência a familiares;45
