freq;freq_label;sex;sex_label;unit;unit_label;age;age_label;geo;geo_label;time;time_label;value
A;Annual;M;Males;NR;Number;Y20-24;From 20 to 24 years;PT;Portugal;2017;2017;332277
A;Annual;F;Females;NR;Number;Y20-24;From 20 to 24 years;PT;Portugal;2017;2017;343512
A;Annual;T;Total;NR;Number;Y25-29;From 25 to 29 years;PT;Portugal;2017;2017;352726
A;Annual;M;Males;NR;Number;Y25-29;From 25 to 29 years;PT;Portugal;2017;2017;362327
A;Annual;F;Females;NR;Number;Y25-29;From 25 to 29 years;PT;Portugal;2017;2017;368507
A;Annual;T;Total;NR;Number;Y30-34;From 30 to 34 years;PT;Portugal;2017;2017;379366
A;Annual;M;Males;NR;Number;Y30-34;From 30 to 34 years;PT;Portugal;2017;2017;86266
A;Annual;F;Females;NR;Number;Y30-34;From 30 to 34 years;PT;Portugal;2017;2017;93017
A;Annual;T;Total;NR;Number;Y35-39;From 35 to 39 years;PT;Portugal;2017;2017;98486
A;Annual;M;Males;NR;Number;Y35-39;From 35 to 39 years;PT;Portugal;2017;2017;104425
A;Annual;F;Females;NR;Number;Y35-39;From 35 to 39 years;PT;Portugal;2017;2017;109259
A;Annual;T;Total;NR;Number;Y40-44;From 40 to 44 years;PT;Portugal;2017;2017;114444
A;Annual;M;Males;NR;Number;Y40-44;From 40 to 44 years;PT;Portugal;2017;2017;119760
A;Annual;F;Females;NR;Number;Y40-44;From 40 to 44 years;PT;Portugal;2017;2017;123232
A;Annual;T;Total;NR;Number;Y45-49;From 45 to 49 years;PT;Portugal;2017;2017;126795
A;Annual;M;Males;NR;Number;Y45-49;From 45 to 49 years;PT;Portugal;2017;2017;129507
A;Annual;F;Females;NR;Number;Y45-49;From 45 to 49 years;PT;Portugal;2017;2017;134119
A;Annual;T;Total;NR;Number;Y50-54;From 50 to 54 years;PT;Portugal;2017;2017;0
A;Annual;M;Males;NR;Number;Y50-54;From 50 to 54 years;PT;Portugal;2017;2017;0
A;Annual;F;Females;NR;Number;Y50-54;From 50 to 54 years;PT;Portugal;2017;2017;0
A;Annual;T;Total;NR;Number;Y55-59;From 55 to 59 years;PT;Portugal;2017;2017;0
A;Annual;M;Males;NR;Number;Y55-59;From 55 to 59 years;PT;Portugal;2017;2017;0
A;Annual;F;Females;NR;Number;Y55-59;From 55 to 59 years;PT;Portugal;2017;2017;0
A;Annual;T;Total;NR;Number;Y60-64;From 60 to 64 years;PT;Portugal;2017;2017;0
A;Annual;M;Males;NR;Number;Y60-64;From 60 to 64 years;PT;Portugal;2017;2017;0
A;Annual;F;Females;NR;Number;Y60-64;From 60 to 64 years;PT;Portugal;2017;2017;0
A;Annual;T;Total;NR;Number;Y65-69;From 65 to 69 years;PT;Portugal;2017;2017;0
A;Annual;M;Males;NR;Number;Y65-69;From 65 to 69 years;PT;Portugal;2017;2017;0
A;Annual;F;Females;NR;Number;Y65-69;From 65 to 69 years;PT;Portugal;2017;2017;4965345
A;Annual;T;Total;NR;Number;Y70-74;From 70 to 74 years;PT;Portugal;2017;2017;4934668
A;Annual;M;Males;NR;Number;Y70-74;From 70 to 74 years;PT;Portugal;2017;2017;4919465
A;Annual;F;Females;NR;Number;Y70-74;From 70 to 74 years;PT;Portugal;2017;2017;4907936
A;Annual;T;Total;NR;Number;Y75-79;From 75 to 79 years;PT;Portugal;2017;2017;4902631
A;Annual;M;Males;NR;Number;Y75-79;From 75 to 79 years;PT;Portugal;2017;2017;4898614
A;Annual;F;Females;NR;Number;Y75-79;From 75 to 79 years;PT;Portugal;2017;2017;4926990
