ano;trimestre;regiao;faixa_etaria;cod_capitulo;desc_capitulo;taxa_internamento;taxa_mortalidade
2021;Terceiro;Região de Saúde do Norte;[25-45[;14;Doenças do aparelho geniturinário;4.46;0.0
2021;Terceiro;Região de Saúde do Norte;[45-65[;1;Algumas doenças infecciosas e parasitárias;2.24;11.11
2021;Terceiro;Região de Saúde do Norte;[45-65[;7;Doenças do olho e anexos;0.73;0.0
2021;Terceiro;Região de Saúde do Norte;[5-15[;8;Doenças do ouvido e da apófise mastóide;4.4;0.0
2020;Quarto;Região de Saúde do Algarve;[25-45[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.29;25.0
2020;Quarto;Região de Saúde do Algarve;[25-45[;10;Doenças do aparelho respiratório;2.29;0.0
2020;Quarto;Região de Saúde do Algarve;[25-45[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;0.36;0.0
2020;Quarto;Região de Saúde do Algarve;[25-45[;15;Gravidez, parto e puerpério;61.66;0.0
2020;Quarto;Região de Saúde do Algarve;[25-45[;19;Lesões, envenenamento e algumas outras consequências de causas externas;6.29;1.14
2020;Quarto;Região de Saúde do Algarve;[45-65[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.95;23.08
2020;Quarto;Região de Saúde do Algarve;[45-65[;7;Doenças do olho e anexos;0.15;0.0
2020;Quarto;Região de Saúde do Algarve;[45-65[;9;Doenças do aparelho circulatório;17.38;5.46
2020;Quarto;Região de Saúde do Algarve;[45-65[;11;Doenças do aparelho digestivo;15.85;5.53
2020;Quarto;Região de Saúde do Algarve;[45-65[;14;Doenças do aparelho geniturinário;5.84;2.5
2020;Quarto;Região de Saúde do Algarve;[45-65[;19;Lesões, envenenamento e algumas outras consequências de causas externas;11.32;0.65
2020;Quarto;Região de Saúde do Algarve;[5-15[;2;Neoplasias;1.77;0.0
2020;Quarto;Região de Saúde do Algarve;[5-15[;6;Doenças do sistema nervoso;0.88;0.0
2020;Quarto;Região de Saúde do Algarve;[5-15[;12;Doenças da pele e do tecido subcutâneo;0.88;0.0
2020;Quarto;Região de Saúde do Algarve;[65-120[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.91;25.93
2020;Quarto;Região de Saúde do Algarve;[65-120[;4;Doenças endócrinas, nutricionais e metabólicas;3.07;25.27
2020;Segundo;Região de Saúde do Norte;[65-120[;11;Doenças do aparelho digestivo;10.08;8.17
2020;Segundo;Região de Saúde do Norte;[65-120[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.78;3.52
2020;Segundo;Região de Saúde do Norte;[65-120[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.54;13.02
2020;Terceiro;Região de Saúde LVT;[0-1[;2;Neoplasias;0.15;0.0
2020;Terceiro;Região de Saúde LVT;[0-1[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.12;0.0
2020;Terceiro;Região de Saúde LVT;[0-1[;9;Doenças do aparelho circulatório;0.12;11.11
2020;Terceiro;Região de Saúde LVT;[0-1[;11;Doenças do aparelho digestivo;0.33;0.0
2020;Terceiro;Região de Saúde LVT;[0-1[;12;Doenças da pele e do tecido subcutâneo;0.11;0.0
2020;Terceiro;Região de Saúde LVT;[0-1[;14;Doenças do aparelho geniturinário;1.1;0.0
2020;Terceiro;Região de Saúde LVT;[0-1[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;91.36;0.23
2020;Terceiro;Região de Saúde LVT;[1-5[;1;Algumas doenças infecciosas e parasitárias;6.24;0.0
2020;Terceiro;Região de Saúde LVT;[1-5[;7;Doenças do olho e anexos;0.58;0.0
2020;Terceiro;Região de Saúde LVT;[1-5[;8;Doenças do ouvido e da apófise mastóide;4.21;0.0
2020;Terceiro;Região de Saúde LVT;[1-5[;10;Doenças do aparelho respiratório;15.82;0.0
2020;Terceiro;Região de Saúde LVT;[1-5[;12;Doenças da pele e do tecido subcutâneo;4.5;0.0
2020;Terceiro;Região de Saúde LVT;[1-5[;17;Malformações congénitas, deformações e anomalias cromossómicas;13.5;0.0
2020;Terceiro;Região de Saúde LVT;[15-25[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;2.17;0.0
2020;Terceiro;Região de Saúde LVT;[15-25[;7;Doenças do olho e anexos;0.39;0.0
2020;Terceiro;Região de Saúde LVT;[15-25[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.53;0.0
2019;Primeiro;Região de Saúde do Centro;[0-1[;6;Doenças do sistema nervoso;0.14;0.0
2019;Primeiro;Região de Saúde do Centro;[1-5[;10;Doenças do aparelho respiratório;51.24;0.0
2019;Primeiro;Região de Saúde do Centro;[1-5[;14;Doenças do aparelho geniturinário;2.63;0.0
2019;Primeiro;Região de Saúde do Centro;[1-5[;17;Malformações congénitas, deformações e anomalias cromossómicas;5.55;0.0
2019;Primeiro;Região de Saúde do Centro;[15-25[;1;Algumas doenças infecciosas e parasitárias;1.59;0.0
2019;Primeiro;Região de Saúde do Centro;[15-25[;4;Doenças endócrinas, nutricionais e metabólicas;2.14;0.0
2019;Primeiro;Região de Saúde do Centro;[15-25[;10;Doenças do aparelho respiratório;8.14;0.85
2019;Primeiro;Região de Saúde do Centro;[15-25[;12;Doenças da pele e do tecido subcutâneo;1.93;0.0
2019;Primeiro;Região de Saúde do Centro;[15-25[;14;Doenças do aparelho geniturinário;3.72;0.0
2019;Primeiro;Região de Saúde do Centro;[15-25[;17;Malformações congénitas, deformações e anomalias cromossómicas;1.59;0.0
2019;Primeiro;Região de Saúde do Centro;[15-25[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;3.17;0.0
2019;Primeiro;Região de Saúde do Centro;[25-45[;2;Neoplasias;6.67;4.76
2019;Primeiro;Região de Saúde do Centro;[25-45[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;4.27;0.41
2019;Primeiro;Região de Saúde do Centro;[25-45[;11;Doenças do aparelho digestivo;8.62;0.2
2021;Terceiro;Região de Saúde do Norte;[65-120[;8;Doenças do ouvido e da apófise mastóide;0.24;0.0
2021;Terceiro;Região de Saúde do Norte;[65-120[;10;Doenças do aparelho respiratório;10.22;20.59
2021;Terceiro;Região de Saúde do Norte;[65-120[;14;Doenças do aparelho geniturinário;9.97;6.49
2021;Terceiro;Região de Saúde do Norte;[65-120[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.08;0.0
2021;Terceiro;Região de Saúde do Norte;[65-120[;19;Lesões, envenenamento e algumas outras consequências de causas externas;10.6;4.49
2020;Primeiro;Região de Saúde LVT;[0-1[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.01;0.0
2020;Primeiro;Região de Saúde LVT;[0-1[;10;Doenças do aparelho respiratório;9.78;0.26
2020;Primeiro;Região de Saúde LVT;[0-1[;11;Doenças do aparelho digestivo;0.58;0.0
2020;Primeiro;Região de Saúde LVT;[0-1[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;0.14;0.0
2020;Primeiro;Região de Saúde LVT;[0-1[;14;Doenças do aparelho geniturinário;1.01;0.0
2020;Primeiro;Região de Saúde LVT;[0-1[;16;Algumas condições originadas no período perinatal;2.34;1.61
2020;Primeiro;Região de Saúde LVT;[0-1[;19;Lesões, envenenamento e algumas outras consequências de causas externas;0.29;0.0
2020;Primeiro;Região de Saúde LVT;[0-1[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;81.92;0.18
2020;Primeiro;Região de Saúde LVT;[1-5[;1;Algumas doenças infecciosas e parasitárias;6.37;0.0
2020;Primeiro;Região de Saúde LVT;[1-5[;7;Doenças do olho e anexos;0.68;0.0
2020;Primeiro;Região de Saúde LVT;[1-5[;9;Doenças do aparelho circulatório;0.42;0.0
2020;Primeiro;Região de Saúde LVT;[1-5[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.12;0.0
2020;Primeiro;Região de Saúde LVT;[1-5[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;7.48;0.0
2020;Quarto;Região de Saúde do Algarve;[65-120[;6;Doenças do sistema nervoso;1.38;21.95
2020;Quarto;Região de Saúde do Centro;[0-1[;6;Doenças do sistema nervoso;0.28;0.0
2020;Quarto;Região de Saúde do Centro;[0-1[;22;Códigos para fins especiais;0.25;0.0
2020;Quarto;Região de Saúde do Centro;[1-5[;6;Doenças do sistema nervoso;3.45;0.0
2020;Quarto;Região de Saúde do Centro;[1-5[;8;Doenças do ouvido e da apófise mastóide;2.19;0.0
2020;Quarto;Região de Saúde do Centro;[1-5[;9;Doenças do aparelho circulatório;0.63;0.0
2020;Quarto;Região de Saúde do Centro;[15-25[;4;Doenças endócrinas, nutricionais e metabólicas;1.37;0.0
2020;Quarto;Região de Saúde do Centro;[15-25[;7;Doenças do olho e anexos;0.34;0.0
2020;Terceiro;Região de Saúde LVT;[25-45[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.65;2.78
2020;Terceiro;Região de Saúde LVT;[25-45[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;1.85;0.0
2020;Terceiro;Região de Saúde LVT;[25-45[;19;Lesões, envenenamento e algumas outras consequências de causas externas;7.4;0.74
2020;Terceiro;Região de Saúde LVT;[25-45[;22;Códigos para fins especiais;1.49;3.05
2020;Terceiro;Região de Saúde LVT;[45-65[;10;Doenças do aparelho respiratório;5.76;10.17
2020;Terceiro;Região de Saúde LVT;[45-65[;11;Doenças do aparelho digestivo;11.92;3.11
2020;Terceiro;Região de Saúde LVT;[45-65[;15;Gravidez, parto e puerpério;0.29;0.0
2020;Terceiro;Região de Saúde LVT;[45-65[;19;Lesões, envenenamento e algumas outras consequências de causas externas;9.89;1.58
2020;Terceiro;Região de Saúde LVT;[45-65[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;3.54;2.8
2020;Terceiro;Região de Saúde LVT;[5-15[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;4.71;0.0
2020;Terceiro;Região de Saúde LVT;[5-15[;4;Doenças endócrinas, nutricionais e metabólicas;3.84;0.0
2020;Terceiro;Região de Saúde LVT;[65-120[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.27;10.92
2019;Primeiro;Região de Saúde do Centro;[45-65[;7;Doenças do olho e anexos;0.56;0.0
2019;Primeiro;Região de Saúde do Centro;[45-65[;11;Doenças do aparelho digestivo;14.66;2.16
2019;Primeiro;Região de Saúde do Centro;[45-65[;12;Doenças da pele e do tecido subcutâneo;0.89;4.11
2019;Primeiro;Região de Saúde do Centro;[5-15[;2;Neoplasias;7.79;0.0
2019;Primeiro;Região de Saúde do Centro;[5-15[;10;Doenças do aparelho respiratório;19.61;0.0
2019;Primeiro;Região de Saúde do Centro;[5-15[;11;Doenças do aparelho digestivo;17.4;0.0
2019;Primeiro;Região de Saúde do Centro;[5-15[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;2.47;0.0
2019;Primeiro;Região de Saúde do Centro;[65-120[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.76;6.13
2019;Primeiro;Região de Saúde do Centro;[65-120[;6;Doenças do sistema nervoso;1.52;15.08
2019;Primeiro;Região de Saúde do Centro;[65-120[;7;Doenças do olho e anexos;0.58;0.0
2019;Primeiro;Região de Saúde do Centro;[65-120[;10;Doenças do aparelho respiratório;24.21;17.92
2019;Primeiro;Região de Saúde do Centro;[65-120[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.74;11.56
2019;Primeiro;Região de Saúde do Centro;[65-120[;19;Lesões, envenenamento e algumas outras consequências de causas externas;9.7;5.78
2020;Primeiro;Região de Saúde LVT;[1-5[;22;Códigos para fins especiais;0.08;0.0
2020;Primeiro;Região de Saúde LVT;[15-25[;7;Doenças do olho e anexos;0.53;0.0
2020;Primeiro;Região de Saúde LVT;[15-25[;10;Doenças do aparelho respiratório;7.49;1.66
2020;Primeiro;Região de Saúde LVT;[15-25[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.62;0.0
2020;Primeiro;Região de Saúde LVT;[15-25[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;2.7;1.15
2020;Primeiro;Região de Saúde LVT;[25-45[;10;Doenças do aparelho respiratório;4.82;1.93
2020;Primeiro;Região de Saúde LVT;[45-65[;2;Neoplasias;16.68;9.48
2020;Primeiro;Região de Saúde LVT;[45-65[;7;Doenças do olho e anexos;1.09;0.0
2020;Primeiro;Região de Saúde LVT;[45-65[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.41;0.0
2020;Primeiro;Região de Saúde LVT;[45-65[;22;Códigos para fins especiais;0.24;12.12
2021;Primeiro;Região de Saúde do Norte;[45-65[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;2.87;2.37
2021;Primeiro;Região de Saúde do Norte;[5-15[;4;Doenças endócrinas, nutricionais e metabólicas;4.65;0.0
2021;Primeiro;Região de Saúde do Norte;[5-15[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.49;0.0
2021;Primeiro;Região de Saúde do Norte;[5-15[;12;Doenças da pele e do tecido subcutâneo;1.67;0.0
2021;Primeiro;Região de Saúde do Norte;[5-15[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;5.27;0.0
2021;Primeiro;Região de Saúde do Norte;[5-15[;14;Doenças do aparelho geniturinário;5.79;0.0
2021;Primeiro;Região de Saúde do Norte;[5-15[;15;Gravidez, parto e puerpério;0.18;0.0
2021;Primeiro;Região de Saúde do Norte;[5-15[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;4.3;2.04
2021;Primeiro;Região de Saúde do Norte;[5-15[;19;Lesões, envenenamento e algumas outras consequências de causas externas;9.22;0.0
2021;Primeiro;Região de Saúde do Norte;[65-120[;1;Algumas doenças infecciosas e parasitárias;3.39;38.92
2021;Primeiro;Região de Saúde do Norte;[65-120[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.73;8.33
2021;Primeiro;Região de Saúde do Norte;[65-120[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.76;2.42
2021;Primeiro;Região de Saúde do Norte;[65-120[;10;Doenças do aparelho respiratório;9.05;26.0
2021;Primeiro;Região de Saúde do Norte;[65-120[;11;Doenças do aparelho digestivo;9.12;8.13
2021;Primeiro;Região de Saúde do Norte;[65-120[;19;Lesões, envenenamento e algumas outras consequências de causas externas;10.03;6.42
2021;Quarto;Região de Saúde LVT;[0-1[;8;Doenças do ouvido e da apófise mastóide;0.15;0.0
2021;Quarto;Região de Saúde LVT;[0-1[;14;Doenças do aparelho geniturinário;1.27;0.0
2021;Quarto;Região de Saúde LVT;[0-1[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;81.76;0.3
2021;Segundo;Região de Saúde do Centro;[0-1[;6;Doenças do sistema nervoso;0.37;0.0
2021;Segundo;Região de Saúde do Centro;[0-1[;11;Doenças do aparelho digestivo;0.57;0.0
2021;Segundo;Região de Saúde do Centro;[0-1[;14;Doenças do aparelho geniturinário;1.08;0.0
2021;Segundo;Região de Saúde do Centro;[1-5[;1;Algumas doenças infecciosas e parasitárias;5.9;0.0
2021;Segundo;Região de Saúde do Centro;[1-5[;2;Neoplasias;4.48;15.79
2021;Segundo;Região de Saúde do Centro;[1-5[;7;Doenças do olho e anexos;0.94;0.0
2021;Segundo;Região de Saúde do Centro;[1-5[;16;Algumas condições originadas no período perinatal;0.24;0.0
2021;Segundo;Região de Saúde do Centro;[15-25[;17;Malformações congénitas, deformações e anomalias cromossómicas;2.05;0.0
2022;Quarto;Região de Saúde do Centro;[5-15[;11;Doenças do aparelho digestivo;14.51;0.0
2022;Quarto;Região de Saúde do Centro;[5-15[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;5.56;0.0
2022;Quarto;Região de Saúde do Centro;[65-120[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.76;10.88
2022;Quarto;Região de Saúde do Centro;[65-120[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.75;3.42
2022;Quarto;Região de Saúde do Centro;[65-120[;7;Doenças do olho e anexos;0.35;0.0
2022;Quarto;Região de Saúde do Centro;[65-120[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.12;1.25
2022;Quarto;Região de Saúde do Centro;[65-120[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.08;0.0
2022;Quarto;Região de Saúde do Norte;[0-1[;1;Algumas doenças infecciosas e parasitárias;0.73;0.0
2022;Quarto;Região de Saúde do Norte;[0-1[;2;Neoplasias;0.03;0.0
2022;Quarto;Região de Saúde do Norte;[0-1[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.09;0.0
2022;Quarto;Região de Saúde do Norte;[0-1[;8;Doenças do ouvido e da apófise mastóide;0.13;0.0
2022;Quarto;Região de Saúde do Norte;[0-1[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.25;0.0
2022;Quarto;Região de Saúde do Norte;[0-1[;22;Códigos para fins especiais;0.4;0.0
2022;Quarto;Região de Saúde do Norte;[1-5[;2;Neoplasias;2.66;2.63
2022;Quarto;Região de Saúde do Norte;[1-5[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;2.17;3.23
2022;Terceiro;Região de Saúde do Alentejo;[5-15[;2;Neoplasias;1.05;100.0
2022;Terceiro;Região de Saúde do Alentejo;[5-15[;10;Doenças do aparelho respiratório;21.05;0.0
2022;Terceiro;Região de Saúde do Alentejo;[65-120[;2;Neoplasias;8.6;21.75
2022;Terceiro;Região de Saúde do Alentejo;[65-120[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.07;2.27
2022;Terceiro;Região de Saúde do Algarve;[0-1[;10;Doenças do aparelho respiratório;1.99;4.55
2022;Terceiro;Região de Saúde do Algarve;[1-5[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;3.45;0.0
2021;Quarto;Região de Saúde LVT;[1-5[;12;Doenças da pele e do tecido subcutâneo;3.37;0.0
2021;Quarto;Região de Saúde LVT;[1-5[;14;Doenças do aparelho geniturinário;3.79;0.0
2021;Quarto;Região de Saúde LVT;[15-25[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;6.59;0.5
2021;Quarto;Região de Saúde LVT;[15-25[;6;Doenças do sistema nervoso;2.22;0.0
2021;Quarto;Região de Saúde LVT;[15-25[;10;Doenças do aparelho respiratório;6.32;0.52
2021;Quarto;Região de Saúde LVT;[15-25[;12;Doenças da pele e do tecido subcutâneo;1.49;0.0
2021;Quarto;Região de Saúde LVT;[15-25[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.85;0.0
2021;Quarto;Região de Saúde LVT;[15-25[;19;Lesões, envenenamento e algumas outras consequências de causas externas;10.79;1.23
2021;Quarto;Região de Saúde LVT;[15-25[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;2.98;0.0
2021;Quarto;Região de Saúde LVT;[25-45[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.67;1.35
2021;Quarto;Região de Saúde LVT;[25-45[;4;Doenças endócrinas, nutricionais e metabólicas;1.56;0.58
2021;Quarto;Região de Saúde LVT;[25-45[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;1.83;0.5
2021;Quarto;Região de Saúde LVT;[25-45[;15;Gravidez, parto e puerpério;51.08;0.02
2021;Quarto;Região de Saúde LVT;[25-45[;22;Códigos para fins especiais;0.96;0.94
2021;Quarto;Região de Saúde LVT;[45-65[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.16;5.1
2021;Quarto;Região de Saúde LVT;[45-65[;14;Doenças do aparelho geniturinário;8.4;0.79
2021;Quarto;Região de Saúde LVT;[45-65[;15;Gravidez, parto e puerpério;0.37;0.0
2021;Segundo;Região de Saúde do Centro;[15-25[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.05;0.0
2021;Segundo;Região de Saúde do Centro;[25-45[;4;Doenças endócrinas, nutricionais e metabólicas;2.19;0.0
2021;Segundo;Região de Saúde do Centro;[25-45[;6;Doenças do sistema nervoso;1.83;1.01
2021;Segundo;Região de Saúde do Centro;[25-45[;11;Doenças do aparelho digestivo;8.87;0.62
2021;Segundo;Região de Saúde do Centro;[25-45[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;3.04;0.0
2021;Segundo;Região de Saúde do Centro;[25-45[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;0.85;0.0
2021;Segundo;Região de Saúde do Centro;[25-45[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;2.69;0.68
2021;Segundo;Região de Saúde do Centro;[25-45[;22;Códigos para fins especiais;0.9;0.0
2021;Segundo;Região de Saúde do Centro;[45-65[;2;Neoplasias;17.58;7.62
2021;Segundo;Região de Saúde do Centro;[45-65[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.88;1.43
2021;Segundo;Região de Saúde do Centro;[45-65[;4;Doenças endócrinas, nutricionais e metabólicas;3.46;1.82
2021;Segundo;Região de Saúde do Centro;[45-65[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;3.65;0.69
2021;Segundo;Região de Saúde do Centro;[45-65[;7;Doenças do olho e anexos;0.44;0.0
2021;Segundo;Região de Saúde do Centro;[45-65[;14;Doenças do aparelho geniturinário;8.14;0.47
2021;Segundo;Região de Saúde do Centro;[45-65[;19;Lesões, envenenamento e algumas outras consequências de causas externas;9.76;1.3
2021;Segundo;Região de Saúde do Centro;[5-15[;11;Doenças do aparelho digestivo;18.82;0.0
2021;Segundo;Região de Saúde do Centro;[5-15[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;6.22;0.0
2021;Segundo;Região de Saúde do Centro;[5-15[;16;Algumas condições originadas no período perinatal;0.31;0.0
2021;Segundo;Região de Saúde do Centro;[5-15[;19;Lesões, envenenamento e algumas outras consequências de causas externas;18.2;0.0
2022;Quarto;Região de Saúde do Norte;[15-25[;12;Doenças da pele e do tecido subcutâneo;1.77;0.0
2022;Quarto;Região de Saúde do Norte;[15-25[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;3.25;0.0
2022;Quarto;Região de Saúde do Norte;[25-45[;6;Doenças do sistema nervoso;1.24;2.74
2022;Quarto;Região de Saúde do Norte;[25-45[;10;Doenças do aparelho respiratório;4.67;0.54
2021;Terceiro;Região de Saúde do Algarve;[5-15[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;7.32;0.0
2020;Quarto;Região de Saúde LVT;[1-5[;22;Códigos para fins especiais;1.8;0.0
2020;Quarto;Região de Saúde LVT;[15-25[;1;Algumas doenças infecciosas e parasitárias;1.73;2.0
2020;Quarto;Região de Saúde LVT;[15-25[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;6.68;0.52
2020;Quarto;Região de Saúde LVT;[15-25[;17;Malformações congénitas, deformações e anomalias cromossómicas;1.25;0.0
2020;Quarto;Região de Saúde LVT;[25-45[;10;Doenças do aparelho respiratório;2.96;4.75
2020;Quarto;Região de Saúde LVT;[25-45[;12;Doenças da pele e do tecido subcutâneo;1.01;0.0
2020;Quarto;Região de Saúde LVT;[45-65[;6;Doenças do sistema nervoso;2.31;6.42
2020;Quarto;Região de Saúde LVT;[45-65[;7;Doenças do olho e anexos;0.68;0.0
2020;Quarto;Região de Saúde LVT;[45-65[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;3.99;0.39
2020;Quarto;Região de Saúde LVT;[45-65[;15;Gravidez, parto e puerpério;0.21;0.0
2020;Quarto;Região de Saúde LVT;[45-65[;22;Códigos para fins especiais;9.08;6.96
2020;Segundo;Região de Saúde do Centro;[0-1[;4;Doenças endócrinas, nutricionais e metabólicas;0.16;0.0
2020;Segundo;Região de Saúde do Centro;[0-1[;11;Doenças do aparelho digestivo;0.38;0.0
2020;Segundo;Região de Saúde do Centro;[1-5[;1;Algumas doenças infecciosas e parasitárias;5.95;0.0
2020;Segundo;Região de Saúde do Centro;[1-5[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;2.38;0.0
2020;Segundo;Região de Saúde do Centro;[1-5[;4;Doenças endócrinas, nutricionais e metabólicas;1.19;0.0
2020;Segundo;Região de Saúde do Centro;[1-5[;6;Doenças do sistema nervoso;1.59;0.0
2020;Segundo;Região de Saúde do Centro;[1-5[;7;Doenças do olho e anexos;1.19;0.0
2020;Segundo;Região de Saúde do Centro;[1-5[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;10.32;0.0
2020;Segundo;Região de Saúde do Centro;[15-25[;9;Doenças do aparelho circulatório;1.69;0.0
2020;Segundo;Região de Saúde do Centro;[15-25[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.03;0.0
2020;Segundo;Região de Saúde do Centro;[15-25[;19;Lesões, envenenamento e algumas outras consequências de causas externas;10.03;0.0
2020;Segundo;Região de Saúde do Centro;[15-25[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;6.65;1.69
2020;Segundo;Região de Saúde do Centro;[25-45[;1;Algumas doenças infecciosas e parasitárias;0.98;4.55
2020;Segundo;Região de Saúde do Centro;[25-45[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.2;0.0
2020;Segundo;Região de Saúde do Centro;[25-45[;4;Doenças endócrinas, nutricionais e metabólicas;0.78;2.86
2020;Segundo;Região de Saúde do Centro;[25-45[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;3.21;0.69
2019;Primeiro;Região de Saúde LVT;[65-120[;9;Doenças do aparelho circulatório;24.0;11.68
2019;Primeiro;Região de Saúde LVT;[65-120[;12;Doenças da pele e do tecido subcutâneo;0.8;13.38
2019;Primeiro;Região de Saúde LVT;[65-120[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.74;2.79
2019;Primeiro;Região de Saúde LVT;[65-120[;16;Algumas condições originadas no período perinatal;0.0;100.0
2019;Primeiro;Região de Saúde LVT;[65-120[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;1.08;7.09
2019;Primeiro;Região de Saúde do Alentejo;[0-1[;6;Doenças do sistema nervoso;0.12;0.0
2019;Primeiro;Região de Saúde do Alentejo;[0-1[;11;Doenças do aparelho digestivo;0.25;0.0
2019;Primeiro;Região de Saúde do Alentejo;[0-1[;19;Lesões, envenenamento e algumas outras consequências de causas externas;0.12;0.0
2019;Primeiro;Região de Saúde do Alentejo;[1-5[;10;Doenças do aparelho respiratório;55.93;0.0
2019;Primeiro;Região de Saúde do Alentejo;[1-5[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;1.69;0.0
2019;Primeiro;Região de Saúde do Alentejo;[1-5[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;14.41;0.0
2019;Primeiro;Região de Saúde do Alentejo;[15-25[;4;Doenças endócrinas, nutricionais e metabólicas;2.01;0.0
2019;Primeiro;Região de Saúde do Alentejo;[15-25[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.68;0.0
2019;Primeiro;Região de Saúde do Alentejo;[15-25[;15;Gravidez, parto e puerpério;45.82;0.0
2019;Primeiro;Região de Saúde do Alentejo;[15-25[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;4.01;0.0
