ano;trimestre;regiao;faixa_etaria;cod_capitulo;desc_capitulo;taxa_internamento;taxa_mortalidade
2020;Terceiro;Região de Saúde LVT;[25-45[;7;Doenças do olho e anexos;0.45;0.0
2020;Terceiro;Região de Saúde LVT;[25-45[;9;Doenças do aparelho circulatório;3.5;2.08
2020;Terceiro;Região de Saúde LVT;[25-45[;12;Doenças da pele e do tecido subcutâneo;0.85;2.13
2020;Terceiro;Região de Saúde LVT;[25-45[;14;Doenças do aparelho geniturinário;4.03;0.45
2020;Terceiro;Região de Saúde LVT;[25-45[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.47;0.0
2020;Terceiro;Região de Saúde LVT;[45-65[;1;Algumas doenças infecciosas e parasitárias;2.55;20.71
2020;Terceiro;Região de Saúde LVT;[45-65[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;3.89;0.64
2020;Terceiro;Região de Saúde LVT;[45-65[;12;Doenças da pele e do tecido subcutâneo;1.16;0.71
2020;Terceiro;Região de Saúde LVT;[45-65[;14;Doenças do aparelho geniturinário;8.86;1.77
2020;Terceiro;Região de Saúde LVT;[5-15[;2;Neoplasias;3.57;9.76
2020;Terceiro;Região de Saúde LVT;[5-15[;11;Doenças do aparelho digestivo;16.22;0.0
2020;Terceiro;Região de Saúde LVT;[5-15[;16;Algumas condições originadas no período perinatal;0.17;50.0
2020;Terceiro;Região de Saúde LVT;[5-15[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;3.75;0.0
2020;Terceiro;Região de Saúde LVT;[5-15[;22;Códigos para fins especiais;0.52;0.0
2019;Primeiro;Região de Saúde do Centro;[25-45[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;3.63;0.0
2019;Primeiro;Região de Saúde do Centro;[45-65[;9;Doenças do aparelho circulatório;13.44;3.26
2019;Primeiro;Região de Saúde do Centro;[45-65[;10;Doenças do aparelho respiratório;10.14;3.61
2019;Primeiro;Região de Saúde do Centro;[5-15[;9;Doenças do aparelho circulatório;2.6;0.0
2019;Primeiro;Região de Saúde do Centro;[5-15[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;5.19;0.0
2019;Primeiro;Região de Saúde do Centro;[65-120[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.92;4.06
2019;Primeiro;Região de Saúde do Centro;[65-120[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;3.07;2.58
2019;Primeiro;Região de Saúde do Centro;[65-120[;15;Gravidez, parto e puerpério;0.0;0.0
2020;Primeiro;Região de Saúde LVT;[1-5[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;3.23;0.0
2020;Primeiro;Região de Saúde LVT;[15-25[;1;Algumas doenças infecciosas e parasitárias;2.52;2.47
2020;Primeiro;Região de Saúde LVT;[15-25[;2;Neoplasias;2.73;1.14
2020;Primeiro;Região de Saúde LVT;[15-25[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.93;0.0
2020;Primeiro;Região de Saúde LVT;[15-25[;4;Doenças endócrinas, nutricionais e metabólicas;1.24;0.0
2020;Primeiro;Região de Saúde LVT;[15-25[;11;Doenças do aparelho digestivo;7.74;0.0
2020;Primeiro;Região de Saúde LVT;[15-25[;14;Doenças do aparelho geniturinário;4.26;0.0
2020;Primeiro;Região de Saúde LVT;[15-25[;16;Algumas condições originadas no período perinatal;0.06;0.0
2020;Primeiro;Região de Saúde LVT;[15-25[;17;Malformações congénitas, deformações e anomalias cromossómicas;1.31;0.0
2020;Primeiro;Região de Saúde LVT;[15-25[;22;Códigos para fins especiais;0.16;0.0
2020;Primeiro;Região de Saúde LVT;[25-45[;4;Doenças endócrinas, nutricionais e metabólicas;1.5;0.56
2020;Primeiro;Região de Saúde LVT;[25-45[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;4.56;0.0
2020;Primeiro;Região de Saúde LVT;[25-45[;7;Doenças do olho e anexos;0.54;0.0
2020;Primeiro;Região de Saúde LVT;[25-45[;9;Doenças do aparelho circulatório;3.74;2.49
2020;Primeiro;Região de Saúde LVT;[25-45[;14;Doenças do aparelho geniturinário;4.39;0.39
2020;Primeiro;Região de Saúde LVT;[25-45[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;2.98;0.57
2020;Primeiro;Região de Saúde LVT;[45-65[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;3.84;0.57
2020;Primeiro;Região de Saúde LVT;[45-65[;10;Doenças do aparelho respiratório;10.71;5.82
2020;Primeiro;Região de Saúde LVT;[45-65[;19;Lesões, envenenamento e algumas outras consequências de causas externas;9.13;1.59
2020;Primeiro;Região de Saúde LVT;[45-65[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;3.53;3.29
2020;Primeiro;Região de Saúde LVT;[5-15[;1;Algumas doenças infecciosas e parasitárias;2.88;0.0
2020;Primeiro;Região de Saúde LVT;[5-15[;2;Neoplasias;3.46;4.17
2021;Primeiro;Região de Saúde do Norte;[5-15[;6;Doenças do sistema nervoso;4.13;0.0
2021;Primeiro;Região de Saúde do Norte;[65-120[;2;Neoplasias;11.47;13.02
2021;Primeiro;Região de Saúde do Norte;[65-120[;6;Doenças do sistema nervoso;1.61;10.59
2021;Primeiro;Região de Saúde do Norte;[65-120[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.44;1.58
2021;Primeiro;Região de Saúde do Norte;[65-120[;14;Doenças do aparelho geniturinário;7.55;10.39
2021;Primeiro;Região de Saúde do Norte;[65-120[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;1.61;8.94
2021;Primeiro;Região de Saúde do Norte;[65-120[;22;Códigos para fins especiais;14.62;27.95
2021;Quarto;Região de Saúde LVT;[0-1[;1;Algumas doenças infecciosas e parasitárias;0.74;0.0
2021;Quarto;Região de Saúde LVT;[0-1[;2;Neoplasias;0.03;50.0
2021;Quarto;Região de Saúde LVT;[0-1[;4;Doenças endócrinas, nutricionais e metabólicas;0.04;0.0
2021;Quarto;Região de Saúde LVT;[0-1[;7;Doenças do olho e anexos;0.04;0.0
2021;Quarto;Região de Saúde LVT;[0-1[;9;Doenças do aparelho circulatório;0.1;0.0
2021;Quarto;Região de Saúde LVT;[0-1[;11;Doenças do aparelho digestivo;0.55;0.0
2021;Quarto;Região de Saúde LVT;[0-1[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;0.05;0.0
2021;Quarto;Região de Saúde LVT;[0-1[;17;Malformações congénitas, deformações e anomalias cromossómicas;1.2;5.68
2021;Quarto;Região de Saúde LVT;[0-1[;19;Lesões, envenenamento e algumas outras consequências de causas externas;0.08;0.0
2021;Quarto;Região de Saúde LVT;[1-5[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;3.96;0.0
2021;Quarto;Região de Saúde LVT;[1-5[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.08;0.0
2021;Quarto;Região de Saúde LVT;[1-5[;7;Doenças do olho e anexos;0.51;0.0
2021;Segundo;Região de Saúde do Algarve;[65-120[;10;Doenças do aparelho respiratório;11.06;31.68
2021;Segundo;Região de Saúde do Algarve;[65-120[;12;Doenças da pele e do tecido subcutâneo;0.98;12.5
2021;Segundo;Região de Saúde do Algarve;[65-120[;22;Códigos para fins especiais;2.07;20.59
2021;Segundo;Região de Saúde do Centro;[0-1[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.1;0.0
2021;Segundo;Região de Saúde do Centro;[0-1[;9;Doenças do aparelho circulatório;0.07;0.0
2021;Segundo;Região de Saúde do Centro;[0-1[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;0.03;0.0
2021;Segundo;Região de Saúde do Centro;[0-1[;17;Malformações congénitas, deformações e anomalias cromossómicas;1.42;2.38
2021;Segundo;Região de Saúde do Centro;[0-1[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;0.81;0.0
2021;Segundo;Região de Saúde do Centro;[1-5[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.94;0.0
2021;Segundo;Região de Saúde do Centro;[15-25[;8;Doenças do ouvido e da apófise mastóide;1.03;0.0
2022;Quarto;Região de Saúde do Centro;[5-15[;10;Doenças do aparelho respiratório;22.07;0.7
2022;Quarto;Região de Saúde do Centro;[5-15[;12;Doenças da pele e do tecido subcutâneo;1.85;0.0
2022;Quarto;Região de Saúde do Centro;[65-120[;2;Neoplasias;12.33;15.88
2022;Quarto;Região de Saúde do Centro;[65-120[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;1.7;14.2
2022;Quarto;Região de Saúde do Norte;[0-1[;7;Doenças do olho e anexos;0.09;0.0
2022;Quarto;Região de Saúde do Norte;[0-1[;11;Doenças do aparelho digestivo;0.46;0.0
2022;Quarto;Região de Saúde do Norte;[0-1[;12;Doenças da pele e do tecido subcutâneo;0.04;0.0
2022;Quarto;Região de Saúde do Norte;[0-1[;14;Doenças do aparelho geniturinário;1.11;0.0
2022;Quarto;Região de Saúde do Norte;[0-1[;16;Algumas condições originadas no período perinatal;3.25;1.18
2022;Quarto;Região de Saúde do Norte;[0-1[;19;Lesões, envenenamento e algumas outras consequências de causas externas;0.14;0.0
2022;Quarto;Região de Saúde do Norte;[1-5[;1;Algumas doenças infecciosas e parasitárias;5.67;0.0
2022;Quarto;Região de Saúde do Norte;[1-5[;7;Doenças do olho e anexos;0.49;0.0
2022;Quarto;Região de Saúde do Norte;[1-5[;10;Doenças do aparelho respiratório;47.73;0.0
2022;Terceiro;Região de Saúde do Alentejo;[45-65[;22;Códigos para fins especiais;1.15;5.88
2022;Terceiro;Região de Saúde do Alentejo;[5-15[;12;Doenças da pele e do tecido subcutâneo;1.05;0.0
2022;Terceiro;Região de Saúde do Alentejo;[5-15[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.21;0.0
2022;Terceiro;Região de Saúde do Alentejo;[65-120[;1;Algumas doenças infecciosas e parasitárias;3.77;36.77
2022;Terceiro;Região de Saúde do Alentejo;[65-120[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;1.9;3.85
2022;Terceiro;Região de Saúde do Algarve;[0-1[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.36;0.0
2022;Terceiro;Região de Saúde do Algarve;[0-1[;14;Doenças do aparelho geniturinário;1.09;0.0
2022;Terceiro;Região de Saúde do Algarve;[0-1[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.54;0.0
2022;Terceiro;Região de Saúde do Algarve;[1-5[;1;Algumas doenças infecciosas e parasitárias;9.48;0.0
2022;Terceiro;Região de Saúde do Algarve;[1-5[;2;Neoplasias;4.31;20.0
2021;Quarto;Região de Saúde LVT;[1-5[;11;Doenças do aparelho digestivo;2.78;0.0
2021;Quarto;Região de Saúde LVT;[1-5[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;3.03;0.0
2021;Quarto;Região de Saúde LVT;[15-25[;4;Doenças endócrinas, nutricionais e metabólicas;0.96;0.0
2021;Quarto;Região de Saúde LVT;[15-25[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;3.25;0.0
2021;Quarto;Região de Saúde LVT;[25-45[;8;Doenças do ouvido e da apófise mastóide;0.64;0.0
2021;Quarto;Região de Saúde LVT;[25-45[;11;Doenças do aparelho digestivo;6.96;0.26
2021;Quarto;Região de Saúde LVT;[25-45[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.58;0.0
2021;Quarto;Região de Saúde LVT;[45-65[;9;Doenças do aparelho circulatório;17.8;2.87
2021;Quarto;Região de Saúde LVT;[45-65[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.23;0.53
2021;Segundo;Região de Saúde do Centro;[15-25[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;3.15;0.0
2021;Segundo;Região de Saúde do Centro;[15-25[;22;Códigos para fins especiais;0.44;0.0
2021;Segundo;Região de Saúde do Centro;[25-45[;1;Algumas doenças infecciosas e parasitárias;1.05;1.75
2021;Segundo;Região de Saúde do Centro;[25-45[;2;Neoplasias;6.64;3.61
2021;Segundo;Região de Saúde do Centro;[25-45[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.52;0.0
2021;Segundo;Região de Saúde do Centro;[25-45[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;4.2;0.0
2021;Segundo;Região de Saúde do Centro;[45-65[;9;Doenças do aparelho circulatório;12.97;4.09
2021;Segundo;Região de Saúde do Centro;[45-65[;11;Doenças do aparelho digestivo;16.2;2.03
2021;Segundo;Região de Saúde do Centro;[45-65[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;3.78;6.69
2021;Segundo;Região de Saúde do Centro;[5-15[;8;Doenças do ouvido e da apófise mastóide;2.33;0.0
2022;Quarto;Região de Saúde do Norte;[1-5[;17;Malformações congénitas, deformações e anomalias cromossómicas;5.18;0.0
2022;Quarto;Região de Saúde do Norte;[1-5[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;3.71;0.0
2022;Quarto;Região de Saúde do Norte;[15-25[;4;Doenças endócrinas, nutricionais e metabólicas;3.1;0.0
2022;Quarto;Região de Saúde do Norte;[15-25[;6;Doenças do sistema nervoso;1.59;0.0
2022;Quarto;Região de Saúde do Norte;[15-25[;8;Doenças do ouvido e da apófise mastóide;1.11;0.0
2022;Quarto;Região de Saúde do Norte;[15-25[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;5.31;0.0
2022;Quarto;Região de Saúde do Norte;[15-25[;14;Doenças do aparelho geniturinário;5.17;0.0
2022;Quarto;Região de Saúde do Norte;[15-25[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.22;0.0
2022;Quarto;Região de Saúde do Norte;[25-45[;2;Neoplasias;5.77;3.82
2022;Quarto;Região de Saúde do Norte;[25-45[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.26;3.23
2022;Quarto;Região de Saúde do Norte;[25-45[;4;Doenças endócrinas, nutricionais e metabólicas;3.71;0.0
2022;Quarto;Região de Saúde do Norte;[25-45[;8;Doenças do ouvido e da apófise mastóide;0.7;0.0
2022;Quarto;Região de Saúde LVT;[15-25[;12;Doenças da pele e do tecido subcutâneo;1.59;0.0
2022;Quarto;Região de Saúde LVT;[15-25[;14;Doenças do aparelho geniturinário;3.7;0.0
2022;Quarto;Região de Saúde LVT;[15-25[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;3.9;0.0
2022;Quarto;Região de Saúde LVT;[25-45[;8;Doenças do ouvido e da apófise mastóide;0.38;0.0
2022;Quarto;Região de Saúde LVT;[25-45[;9;Doenças do aparelho circulatório;3.7;1.97
2022;Quarto;Região de Saúde LVT;[25-45[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.46;0.0
2022;Quarto;Região de Saúde LVT;[25-45[;22;Códigos para fins especiais;0.19;14.29
2022;Quarto;Região de Saúde LVT;[45-65[;6;Doenças do sistema nervoso;2.2;6.23
2022;Segundo;Região de Saúde do Centro;[15-25[;9;Doenças do aparelho circulatório;3.36;0.0
2022;Segundo;Região de Saúde do Centro;[15-25[;19;Lesões, envenenamento e algumas outras consequências de causas externas;13.42;0.56
2022;Segundo;Região de Saúde do Centro;[25-45[;22;Códigos para fins especiais;0.91;8.33
2022;Segundo;Região de Saúde do Centro;[45-65[;1;Algumas doenças infecciosas e parasitárias;1.93;13.29
2022;Segundo;Região de Saúde do Centro;[45-65[;10;Doenças do aparelho respiratório;6.29;4.94
2022;Segundo;Região de Saúde do Centro;[45-65[;11;Doenças do aparelho digestivo;14.89;1.36
2022;Segundo;Região de Saúde do Centro;[5-15[;4;Doenças endócrinas, nutricionais e metabólicas;2.16;0.0
2022;Segundo;Região de Saúde do Centro;[5-15[;6;Doenças do sistema nervoso;3.46;0.0
2021;Primeiro;Região de Saúde do Alentejo;[1-5[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;3.85;0.0
2021;Primeiro;Região de Saúde do Alentejo;[15-25[;1;Algumas doenças infecciosas e parasitárias;0.44;0.0
2021;Primeiro;Região de Saúde do Alentejo;[15-25[;2;Neoplasias;1.33;0.0
2021;Primeiro;Região de Saúde do Alentejo;[15-25[;9;Doenças do aparelho circulatório;2.65;0.0
2021;Primeiro;Região de Saúde do Alentejo;[15-25[;11;Doenças do aparelho digestivo;10.18;0.0
2021;Primeiro;Região de Saúde do Alentejo;[15-25[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;0.88;0.0
2021;Primeiro;Região de Saúde do Alentejo;[25-45[;7;Doenças do olho e anexos;0.11;0.0
2021;Primeiro;Região de Saúde do Alentejo;[25-45[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;1.77;0.0
2021;Primeiro;Região de Saúde do Alentejo;[45-65[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.71;0.0
2021;Quarto;Região de Saúde do Norte;[5-15[;14;Doenças do aparelho geniturinário;3.86;0.0
2021;Quarto;Região de Saúde do Norte;[5-15[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;6.89;0.0
2021;Quarto;Região de Saúde do Norte;[65-120[;1;Algumas doenças infecciosas e parasitárias;4.11;32.41
2021;Quarto;Região de Saúde do Norte;[65-120[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.99;3.48
2021;Quarto;Região de Saúde do Norte;[65-120[;9;Doenças do aparelho circulatório;20.32;10.46
2021;Quarto;Região de Saúde do Norte;[65-120[;11;Doenças do aparelho digestivo;11.01;5.5
2021;Quarto;Região de Saúde do Norte;[65-120[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.06;0.0
2021;Segundo;Região de Saúde LVT;[0-1[;8;Doenças do ouvido e da apófise mastóide;0.12;0.0
2021;Segundo;Região de Saúde LVT;[0-1[;12;Doenças da pele e do tecido subcutâneo;0.17;0.0
2021;Segundo;Região de Saúde LVT;[0-1[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.08;0.0
2021;Segundo;Região de Saúde LVT;[1-5[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;4.91;0.0
2021;Segundo;Região de Saúde LVT;[1-5[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.33;0.0
2021;Segundo;Região de Saúde LVT;[1-5[;8;Doenças do ouvido e da apófise mastóide;2.45;0.0
2022;Quarto;Região de Saúde LVT;[5-15[;2;Neoplasias;2.49;3.13
2022;Quarto;Região de Saúde LVT;[5-15[;7;Doenças do olho e anexos;1.17;0.0
2022;Quarto;Região de Saúde LVT;[65-120[;6;Doenças do sistema nervoso;1.54;12.5
2022;Quarto;Região de Saúde LVT;[65-120[;14;Doenças do aparelho geniturinário;10.15;10.01
2022;Quarto;Região de Saúde LVT;[65-120[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;1.43;11.06
2022;Quarto;Região de Saúde do Alentejo;[1-5[;10;Doenças do aparelho respiratório;50.0;0.0
2022;Quarto;Região de Saúde do Alentejo;[1-5[;12;Doenças da pele e do tecido subcutâneo;3.45;0.0
2022;Segundo;Região de Saúde do Centro;[5-15[;10;Doenças do aparelho respiratório;17.0;0.0
2022;Segundo;Região de Saúde do Centro;[65-120[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.84;4.94
2022;Segundo;Região de Saúde do Centro;[65-120[;12;Doenças da pele e do tecido subcutâneo;0.89;10.59
2022;Segundo;Região de Saúde do Centro;[65-120[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.41;1.78
2022;Segundo;Região de Saúde do Centro;[65-120[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.05;0.0
2022;Segundo;Região de Saúde do Norte;[0-1[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.14;0.0
2022;Segundo;Região de Saúde do Norte;[0-1[;6;Doenças do sistema nervoso;0.21;0.0
2022;Segundo;Região de Saúde do Norte;[0-1[;8;Doenças do ouvido e da apófise mastóide;0.19;0.0
2022;Segundo;Região de Saúde do Norte;[0-1[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;0.08;0.0
2022;Segundo;Região de Saúde do Norte;[0-1[;16;Algumas condições originadas no período perinatal;3.14;1.01
2022;Segundo;Região de Saúde do Norte;[0-1[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.85;0.0
2022;Segundo;Região de Saúde do Norte;[0-1[;19;Lesões, envenenamento e algumas outras consequências de causas externas;0.27;0.0
2022;Segundo;Região de Saúde do Norte;[0-1[;22;Códigos para fins especiais;1.61;0.0
2022;Segundo;Região de Saúde do Norte;[1-5[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;2.99;0.0
2022;Segundo;Região de Saúde do Norte;[1-5[;4;Doenças endócrinas, nutricionais e metabólicas;2.43;0.0
2022;Segundo;Região de Saúde do Norte;[1-5[;10;Doenças do aparelho respiratório;26.54;0.3
2022;Segundo;Região de Saúde do Norte;[1-5[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.18;0.0
2021;Primeiro;Região de Saúde do Alentejo;[45-65[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.16;0.0
2021;Primeiro;Região de Saúde do Alentejo;[45-65[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.42;5.56
2021;Primeiro;Região de Saúde do Alentejo;[5-15[;11;Doenças do aparelho digestivo;20.51;0.0
2021;Primeiro;Região de Saúde do Alentejo;[5-15[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;5.13;0.0
2021;Primeiro;Região de Saúde do Alentejo;[65-120[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.85;13.51
2021;Primeiro;Região de Saúde do Alentejo;[65-120[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.25;9.26
2021;Primeiro;Região de Saúde do Alentejo;[65-120[;7;Doenças do olho e anexos;0.44;0.0
2021;Primeiro;Região de Saúde do Alentejo;[65-120[;11;Doenças do aparelho digestivo;9.83;10.33
2021;Primeiro;Região de Saúde do Algarve;[0-1[;10;Doenças do aparelho respiratório;0.23;0.0
2021;Primeiro;Região de Saúde do Algarve;[0-1[;19;Lesões, envenenamento e algumas outras consequências de causas externas;0.34;0.0
2021;Primeiro;Região de Saúde do Algarve;[1-5[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;22.86;0.0
2021;Primeiro;Região de Saúde do Algarve;[15-25[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;4.41;0.0
2021;Segundo;Região de Saúde LVT;[15-25[;2;Neoplasias;2.72;3.7
2021;Segundo;Região de Saúde LVT;[15-25[;4;Doenças endócrinas, nutricionais e metabólicas;1.44;0.0
2021;Segundo;Região de Saúde LVT;[15-25[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;6.91;0.49
2021;Segundo;Região de Saúde LVT;[15-25[;15;Gravidez, parto e puerpério;35.01;0.1
2021;Segundo;Região de Saúde LVT;[15-25[;19;Lesões, envenenamento e algumas outras consequências de causas externas;11.5;0.29
2021;Segundo;Região de Saúde LVT;[15-25[;22;Códigos para fins especiais;0.64;0.0
2021;Segundo;Região de Saúde LVT;[25-45[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;4.28;0.21
2021;Segundo;Região de Saúde LVT;[25-45[;19;Lesões, envenenamento e algumas outras consequências de causas externas;7.32;0.73
2021;Segundo;Região de Saúde LVT;[25-45[;22;Códigos para fins especiais;1.92;0.47
2021;Segundo;Região de Saúde LVT;[45-65[;6;Doenças do sistema nervoso;2.5;6.05
2021;Segundo;Região de Saúde LVT;[45-65[;10;Doenças do aparelho respiratório;5.72;8.43
2021;Segundo;Região de Saúde LVT;[45-65[;11;Doenças do aparelho digestivo;12.56;2.98
2021;Segundo;Região de Saúde LVT;[45-65[;14;Doenças do aparelho geniturinário;8.83;1.22
2022;Quarto;Região de Saúde do Alentejo;[1-5[;22;Códigos para fins especiais;0.86;0.0
2022;Quarto;Região de Saúde do Alentejo;[15-25[;1;Algumas doenças infecciosas e parasitárias;2.53;0.0
2022;Quarto;Região de Saúde do Alentejo;[15-25[;2;Neoplasias;1.27;0.0
2022;Quarto;Região de Saúde do Alentejo;[15-25[;19;Lesões, envenenamento e algumas outras consequências de causas externas;12.03;0.0
2022;Quarto;Região de Saúde do Alentejo;[15-25[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;1.27;25.0
2022;Quarto;Região de Saúde do Alentejo;[25-45[;8;Doenças do ouvido e da apófise mastóide;0.2;0.0
2022;Quarto;Região de Saúde do Alentejo;[25-45[;11;Doenças do aparelho digestivo;9.69;1.01
2022;Quarto;Região de Saúde do Alentejo;[25-45[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;2.15;0.0
2022;Quarto;Região de Saúde do Alentejo;[45-65[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.07;0.0
2022;Quarto;Região de Saúde do Alentejo;[45-65[;19;Lesões, envenenamento e algumas outras consequências de causas externas;10.45;0.66
2022;Segundo;Região de Saúde do Norte;[1-5[;19;Lesões, envenenamento e algumas outras consequências de causas externas;5.66;0.0
2022;Segundo;Região de Saúde do Norte;[15-25[;4;Doenças endócrinas, nutricionais e metabólicas;2.8;0.0
2022;Segundo;Região de Saúde do Norte;[15-25[;8;Doenças do ouvido e da apófise mastóide;0.91;0.0
2022;Segundo;Região de Saúde do Norte;[15-25[;9;Doenças do aparelho circulatório;2.84;2.67
2022;Segundo;Região de Saúde do Norte;[15-25[;17;Malformações congénitas, deformações e anomalias cromossómicas;2.19;0.0
2022;Segundo;Região de Saúde do Norte;[15-25[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;3.14;0.0
2022;Segundo;Região de Saúde do Norte;[25-45[;2;Neoplasias;5.83;4.28
2022;Segundo;Região de Saúde do Norte;[25-45[;4;Doenças endócrinas, nutricionais e metabólicas;3.67;0.0
2022;Segundo;Região de Saúde do Norte;[25-45[;22;Códigos para fins especiais;0.39;6.82
2022;Segundo;Região de Saúde do Norte;[45-65[;6;Doenças do sistema nervoso;2.15;6.27
2022;Segundo;Região de Saúde do Norte;[45-65[;12;Doenças da pele e do tecido subcutâneo;1.21;0.97
2022;Segundo;Região de Saúde do Norte;[45-65[;15;Gravidez, parto e puerpério;0.18;0.0
2022;Segundo;Região de Saúde do Norte;[45-65[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.38;0.0
2021;Primeiro;Região de Saúde do Algarve;[15-25[;12;Doenças da pele e do tecido subcutâneo;1.1;0.0
2021;Primeiro;Região de Saúde do Algarve;[15-25[;19;Lesões, envenenamento e algumas outras consequências de causas externas;10.66;0.0
2021;Primeiro;Região de Saúde do Algarve;[15-25[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;1.84;0.0
2021;Primeiro;Região de Saúde do Algarve;[25-45[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.16;0.0
2021;Primeiro;Região de Saúde do Algarve;[25-45[;6;Doenças do sistema nervoso;0.79;0.0
2021;Primeiro;Região de Saúde do Algarve;[25-45[;15;Gravidez, parto e puerpério;62.3;0.0
2021;Primeiro;Região de Saúde do Algarve;[25-45[;22;Códigos para fins especiais;3.23;4.88
2021;Primeiro;Região de Saúde do Algarve;[45-65[;2;Neoplasias;13.5;13.79
2021;Primeiro;Região de Saúde do Algarve;[45-65[;10;Doenças do aparelho respiratório;5.74;25.68
