geocod;geodsg;dim_3;dim_3_t;dim_4;dim_4_t;ind_string;valor;periodo
2004801;Lajes das Flores;1;H;71;60 - 64 anos;60;60;2023
2004801;Lajes das Flores;2;M;62;55 - 59 anos;60;60;2023
2004802;Santa Cruz das Flores;2;M;72;65 - 69 anos;60;60;2023
3003106;Porto Moniz;2;M;51;40 - 44 anos;60;60;2023
11B1702;Boticas;2;M;12;5 - 9 anos;61;61;2023
1500802;Alcoutim;1;H;32;25 - 29 anos;61;61;2023
16E0612;Pampilhosa da Serra;2;M;12;5 - 9 anos;61;61;2023
16F1007;Castanheira de Pêra;1;H;22;15 - 19 anos;61;61;2023
16F1008;Figueiró dos Vinhos;2;M;11;0 - 4 anos;61;61;2023
16H0506;Oleiros;2;M;22;15 - 19 anos;61;61;2023
16H0511;Vila Velha de Ródão;1;H;22;15 - 19 anos;61;61;2023
16I0510;Vila de Rei;2;M;12;5 - 9 anos;61;61;2023
16J0908;Manteigas;1;H;22;15 - 19 anos;61;61;2023
1861206;Crato;1;H;22;15 - 19 anos;61;61;2023
1861206;Crato;2;M;41;30 - 34 anos;61;61;2023
1861209;Gavião;2;M;32;25 - 29 anos;61;61;2023
1861211;Monforte;1;H;11;0 - 4 anos;61;61;2023
2004401;Santa Cruz da Graciosa;1;H;91;80 - 84 anos;61;61;2023
2004603;São Roque do Pico;2;M;22;15 - 19 anos;61;61;2023
2004801;Lajes das Flores;2;M;52;45 - 49 anos;61;61;2023
2004802;Santa Cruz das Flores;1;H;72;65 - 69 anos;61;61;2023
11D1704;Mesão Frio;1;H;42;35 - 39 anos;62;62;2023
11D1707;Murça;2;M;12;5 - 9 anos;62;62;2023
11E0401;Alfândega da Fé;2;M;21;10 - 14 anos;62;62;2023
1500802;Alcoutim;2;M;52;45 - 49 anos;62;62;2023
16F1007;Castanheira de Pêra;1;H;51;40 - 44 anos;62;62;2023
16F1007;Castanheira de Pêra;1;H;91;80 - 84 anos;62;62;2023
16F1007;Castanheira de Pêra;2;M;51;40 - 44 anos;62;62;2023
16H0507;Penamacor;1;H;11;0 - 4 anos;62;62;2023
16H0511;Vila Velha de Ródão;2;M;12;5 - 9 anos;62;62;2023
16J0908;Manteigas;1;H;92;85 e mais anos;62;62;2023
16J0909;Mêda;1;H;21;10 - 14 anos;62;62;2023
16J0909;Mêda;2;M;12;5 - 9 anos;62;62;2023
1861201;Alter do Chão;2;M;41;30 - 34 anos;62;62;2023
1861202;Arronches;2;M;31;20 - 24 anos;62;62;2023
1861203;Avis;2;M;11;0 - 4 anos;62;62;2023
1861206;Crato;1;H;42;35 - 39 anos;62;62;2023
1861211;Monforte;2;M;11;0 - 4 anos;62;62;2023
1870708;Mourão;1;H;81;70 - 74 anos;62;62;2023
1870708;Mourão;2;M;21;10 - 14 anos;62;62;2023
2004801;Lajes das Flores;1;H;62;55 - 59 anos;62;62;2023
11D0404;Freixo de Espada à Cinta;2;M;32;25 - 29 anos;63;63;2023
11D1801;Armamar;2;M;11;0 - 4 anos;63;63;2023
11E0411;Vimioso;2;M;22;15 - 19 anos;63;63;2023
16E0612;Pampilhosa da Serra;2;M;22;15 - 19 anos;63;63;2023
16F1013;Pedrógão Grande;1;H;21;10 - 14 anos;63;63;2023
16G1822;Vila Nova de Paiva;2;M;12;5 - 9 anos;63;63;2023
16H0507;Penamacor;2;M;22;15 - 19 anos;63;63;2023
16I0510;Vila de Rei;1;H;11;0 - 4 anos;63;63;2023
16I0510;Vila de Rei;1;H;12;5 - 9 anos;63;63;2023
16I1408;Constância;1;H;11;0 - 4 anos;63;63;2023
16J0905;Fornos de Algodres;1;H;12;5 - 9 anos;63;63;2023
1840203;Alvito;2;M;22;15 - 19 anos;63;63;2023
1840203;Alvito;2;M;91;80 - 84 anos;63;63;2023
1840204;Barrancos;T;HM;12;5 - 9 anos;63;63;2023
1840204;Barrancos;T;HM;41;30 - 34 anos;63;63;2023
1840204;Barrancos;T;HM;82;75 - 79 anos;63;63;2023
1861203;Avis;1;H;11;0 - 4 anos;63;63;2023
1861205;Castelo de Vide;2;M;41;30 - 34 anos;63;63;2023
1861209;Gavião;1;H;32;25 - 29 anos;63;63;2023
1870708;Mourão;1;H;21;10 - 14 anos;63;63;2023
2004502;Velas;1;H;91;80 - 84 anos;63;63;2023
2004802;Santa Cruz das Flores;1;H;41;30 - 34 anos;63;63;2023
11B1702;Boticas;1;H;11;0 - 4 anos;64;64;2023
11D0404;Freixo de Espada à Cinta;1;H;42;35 - 39 anos;64;64;2023
11D1812;Penedono;2;M;22;15 - 19 anos;64;64;2023
11D1812;Penedono;2;M;41;30 - 34 anos;64;64;2023
16I1417;Sardoal;2;M;21;10 - 14 anos;64;64;2023
16J0908;Manteigas;2;M;41;30 - 34 anos;64;64;2023
1840203;Alvito;1;H;31;20 - 24 anos;64;64;2023
1840204;Barrancos;1;H;71;60 - 64 anos;64;64;2023
1861201;Alter do Chão;1;H;22;15 - 19 anos;64;64;2023
1861203;Avis;1;H;21;10 - 14 anos;64;64;2023
1861203;Avis;1;H;22;15 - 19 anos;64;64;2023
1861208;Fronteira;2;M;22;15 - 19 anos;64;64;2023
1861208;Fronteira;2;M;32;25 - 29 anos;64;64;2023
1861209;Gavião;1;H;31;20 - 24 anos;64;64;2023
1861210;Marvão;2;M;41;30 - 34 anos;64;64;2023
1861211;Monforte;1;H;82;75 - 79 anos;64;64;2023
1870701;Alandroal;2;M;11;0 - 4 anos;64;64;2023
1870707;Mora;2;M;12;5 - 9 anos;64;64;2023
1870708;Mourão;1;H;31;20 - 24 anos;64;64;2023
1870708;Mourão;2;M;11;0 - 4 anos;64;64;2023
2004202;Nordeste;1;H;82;75 - 79 anos;64;64;2023
11B1702;Boticas;2;M;11;0 - 4 anos;65;65;2023
11D0404;Freixo de Espada à Cinta;1;H;11;0 - 4 anos;65;65;2023
11D0404;Freixo de Espada à Cinta;1;H;32;25 - 29 anos;65;65;2023
11D0404;Freixo de Espada à Cinta;2;M;21;10 - 14 anos;65;65;2023
11D1707;Murça;1;H;12;5 - 9 anos;65;65;2023
11D1812;Penedono;1;H;41;30 - 34 anos;65;65;2023
11D1812;Penedono;T;HM;11;0 - 4 anos;65;65;2023
11D1819;Tabuaço;1;H;11;0 - 4 anos;65;65;2023
11E0401;Alfândega da Fé;1;H;11;0 - 4 anos;65;65;2023
16F1013;Pedrógão Grande;1;H;91;80 - 84 anos;65;65;2023
16J0902;Almeida;1;H;12;5 - 9 anos;65;65;2023
16J0908;Manteigas;T;HM;12;5 - 9 anos;65;65;2023
1840203;Alvito;2;M;62;55 - 59 anos;65;65;2023
1840204;Barrancos;T;HM;21;10 - 14 anos;65;65;2023
1861201;Alter do Chão;1;H;12;5 - 9 anos;65;65;2023
1861208;Fronteira;1;H;92;85 e mais anos;65;65;2023
1861209;Gavião;1;H;41;30 - 34 anos;65;65;2023
2004801;Lajes das Flores;1;H;61;50 - 54 anos;65;65;2023
2004802;Santa Cruz das Flores;2;M;71;60 - 64 anos;65;65;2023
11D0404;Freixo de Espada à Cinta;2;M;41;30 - 34 anos;66;66;2023
11D1704;Mesão Frio;1;H;21;10 - 14 anos;66;66;2023
11D1812;Penedono;1;H;22;15 - 19 anos;66;66;2023
11D1812;Penedono;1;H;92;85 e mais anos;66;66;2023
11D1818;Sernancelhe;1;H;11;0 - 4 anos;66;66;2023
11E0406;Miranda do Douro;1;H;11;0 - 4 anos;66;66;2023
11E0412;Vinhais;2;M;11;0 - 4 anos;66;66;2023
1500802;Alcoutim;T;HM;21;10 - 14 anos;66;66;2023
1500802;Alcoutim;T;HM;42;35 - 39 anos;66;66;2023
16F1007;Castanheira de Pêra;2;M;31;20 - 24 anos;66;66;2023
16F1013;Pedrógão Grande;2;M;22;15 - 19 anos;66;66;2023
16H0511;Vila Velha de Ródão;1;H;32;25 - 29 anos;66;66;2023
16J0902;Almeida;1;H;21;10 - 14 anos;66;66;2023
16J0908;Manteigas;1;H;51;40 - 44 anos;66;66;2023
1840204;Barrancos;T;HM;42;35 - 39 anos;66;66;2023
1840207;Cuba;1;H;92;85 e mais anos;66;66;2023
1840214;Vidigueira;1;H;91;80 - 84 anos;66;66;2023
1861201;Alter do Chão;1;H;21;10 - 14 anos;66;66;2023
1861201;Alter do Chão;2;M;12;5 - 9 anos;66;66;2023
1861211;Monforte;2;M;21;10 - 14 anos;66;66;2023
1861212;Nisa;1;H;12;5 - 9 anos;66;66;2023
1861212;Nisa;2;M;11;0 - 4 anos;66;66;2023
1870708;Mourão;1;H;11;0 - 4 anos;66;66;2023
1870708;Mourão;2;M;52;45 - 49 anos;66;66;2023
1870708;Mourão;2;M;81;70 - 74 anos;66;66;2023
1870708;Mourão;2;M;82;75 - 79 anos;66;66;2023
2004603;São Roque do Pico;1;H;11;0 - 4 anos;66;66;2023
2004802;Santa Cruz das Flores;1;H;62;55 - 59 anos;66;66;2023
2004802;Santa Cruz das Flores;2;M;31;20 - 24 anos;66;66;2023
3003106;Porto Moniz;1;H;31;20 - 24 anos;66;66;2023
3003110;São Vicente;2;M;11;0 - 4 anos;66;66;2023
11D0404;Freixo de Espada à Cinta;2;M;42;35 - 39 anos;67;67;2023
11D1801;Armamar;1;H;11;0 - 4 anos;67;67;2023
11D1819;Tabuaço;2;M;12;5 - 9 anos;67;67;2023
11E0401;Alfândega da Fé;1;H;21;10 - 14 anos;67;67;2023
11E0411;Vimioso;1;H;21;10 - 14 anos;67;67;2023
16F1007;Castanheira de Pêra;1;H;42;35 - 39 anos;67;67;2023
16I1408;Constância;2;M;32;25 - 29 anos;67;67;2023
16I1417;Sardoal;1;H;22;15 - 19 anos;67;67;2023
16J0905;Fornos de Algodres;2;M;12;5 - 9 anos;67;67;2023
1840204;Barrancos;T;HM;32;25 - 29 anos;67;67;2023
1861209;Gavião;2;M;41;30 - 34 anos;67;67;2023
1870708;Mourão;1;H;51;40 - 44 anos;67;67;2023
2004501;Calheta;1;H;82;75 - 79 anos;67;67;2023
2004603;São Roque do Pico;2;M;11;0 - 4 anos;67;67;2023
2004603;São Roque do Pico;2;M;12;5 - 9 anos;67;67;2023
3003106;Porto Moniz;2;M;32;25 - 29 anos;67;67;2023
3003201;Porto Santo;2;M;91;80 - 84 anos;67;67;2023
11D1704;Mesão Frio;2;M;22;15 - 19 anos;68;68;2023
11D1711;Santa Marta de Penaguião;2;M;11;0 - 4 anos;68;68;2023
11E0401;Alfândega da Fé;1;H;22;15 - 19 anos;68;68;2023
11E0410;Vila Flor;2;M;11;0 - 4 anos;68;68;2023
16E0606;Góis;2;M;12;5 - 9 anos;68;68;2023
16E0612;Pampilhosa da Serra;1;H;31;20 - 24 anos;68;68;2023
16F1007;Castanheira de Pêra;1;H;31;20 - 24 anos;68;68;2023
16G1822;Vila Nova de Paiva;1;H;11;0 - 4 anos;68;68;2023
16I0510;Vila de Rei;1;H;22;15 - 19 anos;68;68;2023
16J0902;Almeida;2;M;22;15 - 19 anos;68;68;2023
16J0904;Figueira de Castelo Rodrigo;2;M;11;0 - 4 anos;68;68;2023
16J0905;Fornos de Algodres;1;H;11;0 - 4 anos;68;68;2023
16J0908;Manteigas;1;H;31;20 - 24 anos;68;68;2023
1840203;Alvito;1;H;71;60 - 64 anos;68;68;2023
1840203;Alvito;1;H;81;70 - 74 anos;68;68;2023
1861203;Avis;1;H;31;20 - 24 anos;68;68;2023
1861210;Marvão;1;H;31;20 - 24 anos;68;68;2023
2004101;Vila do Porto;1;H;82;75 - 79 anos;68;68;2023
2004206;Vila Franca do Campo;1;H;91;80 - 84 anos;68;68;2023
2004802;Santa Cruz das Flores;2;M;42;35 - 39 anos;68;68;2023
3003106;Porto Moniz;2;M;22;15 - 19 anos;68;68;2023
11B1709;Ribeira de Pena;2;M;11;0 - 4 anos;69;69;2023
11D1704;Mesão Frio;2;M;21;10 - 14 anos;69;69;2023
11D1711;Santa Marta de Penaguião;1;H;11;0 - 4 anos;69;69;2023
11D1812;Penedono;1;H;32;25 - 29 anos;69;69;2023
16E0606;Góis;2;M;41;30 - 34 anos;69;69;2023
16F1007;Castanheira de Pêra;1;H;52;45 - 49 anos;69;69;2023
16H0511;Vila Velha de Ródão;1;H;12;5 - 9 anos;69;69;2023
16I1417;Sardoal;1;H;21;10 - 14 anos;69;69;2023
16J0904;Figueira de Castelo Rodrigo;1;H;12;5 - 9 anos;69;69;2023
1861206;Crato;1;H;41;30 - 34 anos;69;69;2023
1861206;Crato;1;H;92;85 e mais anos;69;69;2023
1861209;Gavião;T;HM;11;0 - 4 anos;69;69;2023
1861210;Marvão;2;M;32;25 - 29 anos;69;69;2023
1861211;Monforte;1;H;81;70 - 74 anos;69;69;2023
1870707;Mora;1;H;12;5 - 9 anos;69;69;2023
2004202;Nordeste;2;M;91;80 - 84 anos;69;69;2023
2004601;Lajes do Pico;1;H;91;80 - 84 anos;69;69;2023
11D1710;Sabrosa;1;H;12;5 - 9 anos;70;70;2023
11D1819;Tabuaço;1;H;12;5 - 9 anos;70;70;2023
11E0406;Miranda do Douro;2;M;11;0 - 4 anos;70;70;2023
1500802;Alcoutim;T;HM;22;15 - 19 anos;70;70;2023
16G1811;Penalva do Castelo;2;M;11;0 - 4 anos;70;70;2023
16I1417;Sardoal;2;M;32;25 - 29 anos;70;70;2023
16J0902;Almeida;2;M;21;10 - 14 anos;70;70;2023
16J0905;Fornos de Algodres;1;H;21;10 - 14 anos;70;70;2023
16J0909;Mêda;1;H;12;5 - 9 anos;70;70;2023
1840203;Alvito;2;M;31;20 - 24 anos;70;70;2023
1861202;Arronches;2;M;42;35 - 39 anos;70;70;2023
1861208;Fronteira;1;H;41;30 - 34 anos;70;70;2023
1861208;Fronteira;2;M;42;35 - 39 anos;70;70;2023
1861209;Gavião;1;H;22;15 - 19 anos;70;70;2023
1861209;Gavião;1;H;42;35 - 39 anos;70;70;2023
2004202;Nordeste;2;M;12;5 - 9 anos;70;70;2023
2004501;Calheta;1;H;11;0 - 4 anos;70;70;2023
2004501;Calheta;2;M;91;80 - 84 anos;70;70;2023
2004603;São Roque do Pico;1;H;12;5 - 9 anos;70;70;2023
3003110;São Vicente;1;H;12;5 - 9 anos;70;70;2023
3003201;Porto Santo;2;M;92;85 e mais anos;70;70;2023
11B1702;Boticas;1;H;12;5 - 9 anos;71;71;2023
11D0403;Carrazeda de Ansiães;2;M;11;0 - 4 anos;71;71;2023
11D1704;Mesão Frio;2;M;42;35 - 39 anos;71;71;2023
11D1812;Penedono;2;M;31;20 - 24 anos;71;71;2023
16F1007;Castanheira de Pêra;1;H;41;30 - 34 anos;71;71;2023
16F1007;Castanheira de Pêra;2;M;32;25 - 29 anos;71;71;2023
16I0510;Vila de Rei;1;H;91;80 - 84 anos;71;71;2023
16I1417;Sardoal;2;M;22;15 - 19 anos;71;71;2023
1861201;Alter do Chão;2;M;22;15 - 19 anos;71;71;2023
1861208;Fronteira;1;H;31;20 - 24 anos;71;71;2023
1861210;Marvão;1;H;42;35 - 39 anos;71;71;2023
1861211;Monforte;1;H;12;5 - 9 anos;71;71;2023
1861215;Sousel;1;H;91;80 - 84 anos;71;71;2023
1870701;Alandroal;1;H;11;0 - 4 anos;71;71;2023
1870701;Alandroal;1;H;12;5 - 9 anos;71;71;2023
1870707;Mora;1;H;22;15 - 19 anos;71;71;2023
2004401;Santa Cruz da Graciosa;2;M;91;80 - 84 anos;71;71;2023
2004603;São Roque do Pico;2;M;31;20 - 24 anos;71;71;2023
2004801;Lajes das Flores;T;HM;32;25 - 29 anos;71;71;2023
3003106;Porto Moniz;1;H;41;30 - 34 anos;71;71;2023
11D1819;Tabuaço;2;M;21;10 - 14 anos;72;72;2023
11E0410;Vila Flor;2;M;12;5 - 9 anos;72;72;2023
11E0411;Vimioso;2;M;31;20 - 24 anos;72;72;2023
11E0411;Vimioso;2;M;41;30 - 34 anos;72;72;2023
16E0606;Góis;1;H;41;30 - 34 anos;72;72;2023
16E0612;Pampilhosa da Serra;2;M;31;20 - 24 anos;72;72;2023
16G0901;Aguiar da Beira;1;H;12;5 - 9 anos;72;72;2023
16H0511;Vila Velha de Ródão;1;H;41;30 - 34 anos;72;72;2023
16I0510;Vila de Rei;2;M;41;30 - 34 anos;72;72;2023
1840203;Alvito;2;M;82;75 - 79 anos;72;72;2023
1840204;Barrancos;T;HM;81;70 - 74 anos;72;72;2023
1840212;Ourique;1;H;12;5 - 9 anos;72;72;2023
1840212;Ourique;2;M;12;5 - 9 anos;72;72;2023
1861201;Alter do Chão;1;H;31;20 - 24 anos;72;72;2023
1861202;Arronches;1;H;42;35 - 39 anos;72;72;2023
1861205;Castelo de Vide;1;H;22;15 - 19 anos;72;72;2023
1870708;Mourão;1;H;52;45 - 49 anos;72;72;2023
2004802;Santa Cruz das Flores;1;H;42;35 - 39 anos;72;72;2023
3003106;Porto Moniz;2;M;31;20 - 24 anos;72;72;2023
1111603;Melgaço;2;M;11;0 - 4 anos;73;73;2023
16E0612;Pampilhosa da Serra;T;HM;11;0 - 4 anos;73;73;2023
16F1008;Figueiró dos Vinhos;1;H;11;0 - 4 anos;73;73;2023
16H0507;Penamacor;2;M;31;20 - 24 anos;73;73;2023
16I1417;Sardoal;1;H;92;85 e mais anos;73;73;2023
1840203;Alvito;1;H;51;40 - 44 anos;73;73;2023
1840204;Barrancos;T;HM;51;40 - 44 anos;73;73;2023
1840207;Cuba;1;H;91;80 - 84 anos;73;73;2023
1840214;Vidigueira;1;H;92;85 e mais anos;73;73;2023
1861201;Alter do Chão;1;H;92;85 e mais anos;73;73;2023
1861210;Marvão;2;M;42;35 - 39 anos;73;73;2023
1861211;Monforte;1;H;41;30 - 34 anos;73;73;2023
1861215;Sousel;2;M;11;0 - 4 anos;73;73;2023
1861215;Sousel;2;M;21;10 - 14 anos;73;73;2023
2004501;Calheta;1;H;21;10 - 14 anos;73;73;2023
2004603;São Roque do Pico;T;HM;91;80 - 84 anos;73;73;2023
2004802;Santa Cruz das Flores;1;H;71;60 - 64 anos;73;73;2023
3003106;Porto Moniz;T;HM;12;5 - 9 anos;73;73;2023
3003109;Santana;1;H;92;85 e mais anos;73;73;2023
1111603;Melgaço;1;H;11;0 - 4 anos;74;74;2023
11D1812;Penedono;1;H;31;20 - 24 anos;74;74;2023
11D1812;Penedono;2;M;32;25 - 29 anos;74;74;2023
16E0606;Góis;2;M;22;15 - 19 anos;74;74;2023
16J0909;Mêda;2;M;21;10 - 14 anos;74;74;2023
1840204;Barrancos;2;M;61;50 - 54 anos;74;74;2023
1861201;Alter do Chão;2;M;21;10 - 14 anos;74;74;2023
1861203;Avis;2;M;21;10 - 14 anos;74;74;2023
1861210;Marvão;2;M;31;20 - 24 anos;74;74;2023
1861211;Monforte;1;H;32;25 - 29 anos;74;74;2023
1861211;Monforte;2;M;42;35 - 39 anos;74;74;2023
1870707;Mora;2;M;21;10 - 14 anos;74;74;2023
1870707;Mora;2;M;22;15 - 19 anos;74;74;2023
1870708;Mourão;1;H;32;25 - 29 anos;74;74;2023
2004601;Lajes do Pico;2;M;12;5 - 9 anos;74;74;2023
2004603;São Roque do Pico;1;H;21;10 - 14 anos;74;74;2023
2004802;Santa Cruz das Flores;T;HM;11;0 - 4 anos;74;74;2023
3003106;Porto Moniz;1;H;42;35 - 39 anos;74;74;2023
3003109;Santana;1;H;91;80 - 84 anos;74;74;2023
11B1702;Boticas;1;H;21;10 - 14 anos;75;75;2023
11D0403;Carrazeda de Ansiães;1;H;12;5 - 9 anos;75;75;2023
11D0404;Freixo de Espada à Cinta;1;H;31;20 - 24 anos;75;75;2023
11D1710;Sabrosa;2;M;11;0 - 4 anos;75;75;2023
11D1818;Sernancelhe;2;M;11;0 - 4 anos;75;75;2023
11E0411;Vimioso;1;H;41;30 - 34 anos;75;75;2023
11E0412;Vinhais;1;H;12;5 - 9 anos;75;75;2023
11E0412;Vinhais;2;M;12;5 - 9 anos;75;75;2023
1500802;Alcoutim;1;H;92;85 e mais anos;75;75;2023
16G0901;Aguiar da Beira;1;H;21;10 - 14 anos;75;75;2023
16I1413;Mação;1;H;11;0 - 4 anos;75;75;2023
16J0902;Almeida;1;H;22;15 - 19 anos;75;75;2023
1840203;Alvito;2;M;92;85 e mais anos;75;75;2023
1840204;Barrancos;T;HM;22;15 - 19 anos;75;75;2023
1840204;Barrancos;T;HM;72;65 - 69 anos;75;75;2023
1840209;Mértola;2;M;11;0 - 4 anos;75;75;2023
1861201;Alter do Chão;2;M;31;20 - 24 anos;75;75;2023
1861202;Arronches;1;H;31;20 - 24 anos;75;75;2023
1861206;Crato;1;H;32;25 - 29 anos;75;75;2023
1861210;Marvão;2;M;91;80 - 84 anos;75;75;2023
1870708;Mourão;2;M;71;60 - 64 anos;75;75;2023
2004603;São Roque do Pico;1;H;22;15 - 19 anos;75;75;2023
2004802;Santa Cruz das Flores;2;M;52;45 - 49 anos;75;75;2023
16F1008;Figueiró dos Vinhos;2;M;12;5 - 9 anos;76;76;2023
16F1013;Pedrógão Grande;1;H;22;15 - 19 anos;76;76;2023
16H0507;Penamacor;2;M;42;35 - 39 anos;76;76;2023
16I1408;Constância;2;M;12;5 - 9 anos;76;76;2023
16J0908;Manteigas;1;H;42;35 - 39 anos;76;76;2023
16J0910;Pinhel;1;H;11;0 - 4 anos;76;76;2023
1840203;Alvito;2;M;52;45 - 49 anos;76;76;2023
1840203;Alvito;2;M;81;70 - 74 anos;76;76;2023
1861201;Alter do Chão;1;H;41;30 - 34 anos;76;76;2023
1861202;Arronches;2;M;21;10 - 14 anos;76;76;2023
1861211;Monforte;1;H;51;40 - 44 anos;76;76;2023
1861215;Sousel;1;H;11;0 - 4 anos;76;76;2023
2004601;Lajes do Pico;1;H;11;0 - 4 anos;76;76;2023
3003106;Porto Moniz;2;M;42;35 - 39 anos;76;76;2023
11B1702;Boticas;2;M;32;25 - 29 anos;77;77;2023
11D0914;Vila Nova de Foz Côa;2;M;11;0 - 4 anos;77;77;2023
11D1711;Santa Marta de Penaguião;2;M;12;5 - 9 anos;77;77;2023
16E0606;Góis;2;M;42;35 - 39 anos;77;77;2023
16F1002;Alvaiázere;2;M;11;0 - 4 anos;77;77;2023
16H0508;Proença-a-Nova;1;H;11;0 - 4 anos;77;77;2023
16H0508;Proença-a-Nova;2;M;11;0 - 4 anos;77;77;2023
1840212;Ourique;1;H;11;0 - 4 anos;77;77;2023
1861203;Avis;2;M;22;15 - 19 anos;77;77;2023
1861208;Fronteira;1;H;42;35 - 39 anos;77;77;2023
1861208;Fronteira;2;M;41;30 - 34 anos;77;77;2023
2004101;Vila do Porto;2;M;91;80 - 84 anos;77;77;2023
2004204;Povoação;2;M;91;80 - 84 anos;77;77;2023
2004501;Calheta;1;H;12;5 - 9 anos;77;77;2023
3003106;Porto Moniz;1;H;51;40 - 44 anos;77;77;2023
3003106;Porto Moniz;1;H;72;65 - 69 anos;77;77;2023
3003106;Porto Moniz;2;M;91;80 - 84 anos;77;77;2023
11D1812;Penedono;T;HM;12;5 - 9 anos;78;78;2023
11D1818;Sernancelhe;1;H;12;5 - 9 anos;78;78;2023
1500802;Alcoutim;1;H;62;55 - 59 anos;78;78;2023
16F1013;Pedrógão Grande;2;M;32;25 - 29 anos;78;78;2023
16H0511;Vila Velha de Ródão;1;H;42;35 - 39 anos;78;78;2023
16H0511;Vila Velha de Ródão;2;M;32;25 - 29 anos;78;78;2023
16I0510;Vila de Rei;1;H;32;25 - 29 anos;78;78;2023
16I1408;Constância;1;H;12;5 - 9 anos;78;78;2023
16I1408;Constância;2;M;11;0 - 4 anos;78;78;2023
16J0908;Manteigas;2;M;32;25 - 29 anos;78;78;2023
1840204;Barrancos;2;M;62;55 - 59 anos;78;78;2023
1840209;Mértola;1;H;11;0 - 4 anos;78;78;2023
1861201;Alter do Chão;1;H;42;35 - 39 anos;78;78;2023
1861208;Fronteira;1;H;51;40 - 44 anos;78;78;2023
1861208;Fronteira;1;H;82;75 - 79 anos;78;78;2023
1861210;Marvão;1;H;52;45 - 49 anos;78;78;2023
1861211;Monforte;1;H;21;10 - 14 anos;78;78;2023
1870708;Mourão;2;M;32;25 - 29 anos;78;78;2023
11D0404;Freixo de Espada à Cinta;2;M;31;20 - 24 anos;79;79;2023
11D1710;Sabrosa;1;H;11;0 - 4 anos;79;79;2023
1500802;Alcoutim;1;H;52;45 - 49 anos;79;79;2023
1500802;Alcoutim;2;M;71;60 - 64 anos;79;79;2023
16F1008;Figueiró dos Vinhos;2;M;22;15 - 19 anos;79;79;2023
16F1013;Pedrógão Grande;1;H;42;35 - 39 anos;79;79;2023
16J0908;Manteigas;2;M;31;20 - 24 anos;79;79;2023
16J0908;Manteigas;2;M;51;40 - 44 anos;79;79;2023
1840203;Alvito;1;H;61;50 - 54 anos;79;79;2023
1840203;Alvito;2;M;42;35 - 39 anos;79;79;2023
1840203;Alvito;2;M;72;65 - 69 anos;79;79;2023
1861203;Avis;1;H;12;5 - 9 anos;79;79;2023
1861205;Castelo de Vide;1;H;32;25 - 29 anos;79;79;2023
1861206;Crato;2;M;32;25 - 29 anos;79;79;2023
1861212;Nisa;1;H;11;0 - 4 anos;79;79;2023
1861212;Nisa;2;M;12;5 - 9 anos;79;79;2023
1870708;Mourão;2;M;92;85 e mais anos;79;79;2023
3003110;São Vicente;1;H;91;80 - 84 anos;79;79;2023
11D0404;Freixo de Espada à Cinta;2;M;51;40 - 44 anos;80;80;2023
11D1704;Mesão Frio;1;H;82;75 - 79 anos;80;80;2023
11D1704;Mesão Frio;2;M;32;25 - 29 anos;80;80;2023
11D1812;Penedono;2;M;51;40 - 44 anos;80;80;2023
11D1812;Penedono;T;HM;21;10 - 14 anos;80;80;2023
11E0411;Vimioso;1;H;32;25 - 29 anos;80;80;2023
16E0606;Góis;1;H;22;15 - 19 anos;80;80;2023
16E0606;Góis;2;M;32;25 - 29 anos;80;80;2023
16E0612;Pampilhosa da Serra;2;M;41;30 - 34 anos;80;80;2023
16F1008;Figueiró dos Vinhos;1;H;92;85 e mais anos;80;80;2023
16G0901;Aguiar da Beira;1;H;11;0 - 4 anos;80;80;2023
16H0506;Oleiros;1;H;41;30 - 34 anos;80;80;2023
16I1413;Mação;2;M;11;0 - 4 anos;80;80;2023
16J0905;Fornos de Algodres;1;H;32;25 - 29 anos;80;80;2023
16J0905;Fornos de Algodres;2;M;21;10 - 14 anos;80;80;2023
16J0908;Manteigas;2;M;52;45 - 49 anos;80;80;2023
16J0909;Mêda;2;M;32;25 - 29 anos;80;80;2023
1840209;Mértola;2;M;21;10 - 14 anos;80;80;2023
1861205;Castelo de Vide;1;H;91;80 - 84 anos;80;80;2023
1861208;Fronteira;2;M;31;20 - 24 anos;80;80;2023
1861208;Fronteira;T;HM;11;0 - 4 anos;80;80;2023
1861211;Monforte;2;M;82;75 - 79 anos;80;80;2023
1870708;Mourão;1;H;41;30 - 34 anos;80;80;2023
1111603;Melgaço;2;M;12;5 - 9 anos;81;81;2023
1191705;Mondim de Basto;1;H;11;0 - 4 anos;81;81;2023
11D1812;Penedono;1;H;52;45 - 49 anos;81;81;2023
11D1812;Penedono;1;H;82;75 - 79 anos;81;81;2023
1500809;Monchique;2;M;11;0 - 4 anos;81;81;2023
16F1007;Castanheira de Pêra;2;M;52;45 - 49 anos;81;81;2023
16H0506;Oleiros;2;M;41;30 - 34 anos;81;81;2023
16H0507;Penamacor;1;H;22;15 - 19 anos;81;81;2023
16H0511;Vila Velha de Ródão;2;M;51;40 - 44 anos;81;81;2023
1840203;Alvito;1;H;62;55 - 59 anos;81;81;2023
1840203;Alvito;2;M;61;50 - 54 anos;81;81;2023
1861201;Alter do Chão;1;H;32;25 - 29 anos;81;81;2023
1861202;Arronches;1;H;32;25 - 29 anos;81;81;2023
1861203;Avis;2;M;41;30 - 34 anos;81;81;2023
