geocod;geodsg;dim_3;dim_3_t;dim_4;dim_4_t;ind_string;valor;periodo
2004901;Corvo;1;H;91;80 - 84 anos;4;4;2023
2004901;Corvo;2;M;91;80 - 84 anos;4;4;2023
2004901;Corvo;2;M;92;85 e mais anos;4;4;2023
2004901;Corvo;1;H;12;5 - 9 anos;6;6;2023
2004901;Corvo;2;M;11;0 - 4 anos;6;6;2023
2004901;Corvo;1;H;81;70 - 74 anos;7;7;2023
2004901;Corvo;1;H;92;85 e mais anos;7;7;2023
2004901;Corvo;2;M;22;15 - 19 anos;7;7;2023
2004901;Corvo;1;H;11;0 - 4 anos;8;8;2023
2004901;Corvo;1;H;22;15 - 19 anos;8;8;2023
2004901;Corvo;1;H;82;75 - 79 anos;8;8;2023
2004901;Corvo;2;M;12;5 - 9 anos;8;8;2023
2004901;Corvo;2;M;32;25 - 29 anos;8;8;2023
2004901;Corvo;T;HM;91;80 - 84 anos;8;8;2023
3003106;Porto Moniz;1;H;92;85 e mais anos;8;8;2023
2004901;Corvo;2;M;81;70 - 74 anos;9;9;2023
2004802;Santa Cruz das Flores;1;H;92;85 e mais anos;10;10;2023
2004901;Corvo;2;M;71;60 - 64 anos;10;10;2023
2004901;Corvo;2;M;31;20 - 24 anos;11;11;2023
2004901;Corvo;T;HM;92;85 e mais anos;11;11;2023
2004901;Corvo;1;H;21;10 - 14 anos;12;12;2023
2004901;Corvo;1;H;32;25 - 29 anos;12;12;2023
2004901;Corvo;1;H;41;30 - 34 anos;12;12;2023
2004901;Corvo;1;H;42;35 - 39 anos;12;12;2023
2004901;Corvo;2;M;82;75 - 79 anos;12;12;2023
1500802;Alcoutim;2;M;11;0 - 4 anos;13;13;2023
2004901;Corvo;1;H;72;65 - 69 anos;13;13;2023
2004901;Corvo;2;M;72;65 - 69 anos;13;13;2023
2004901;Corvo;2;M;41;30 - 34 anos;14;14;2023
2004901;Corvo;2;M;51;40 - 44 anos;14;14;2023
2004901;Corvo;T;HM;11;0 - 4 anos;14;14;2023
2004901;Corvo;T;HM;12;5 - 9 anos;14;14;2023
1840204;Barrancos;1;H;91;80 - 84 anos;15;15;2023
2004901;Corvo;1;H;31;20 - 24 anos;15;15;2023
2004901;Corvo;1;H;62;55 - 59 anos;15;15;2023
2004901;Corvo;T;HM;22;15 - 19 anos;15;15;2023
2004901;Corvo;1;H;71;60 - 64 anos;16;16;2023
2004901;Corvo;2;M;21;10 - 14 anos;16;16;2023
2004901;Corvo;2;M;52;45 - 49 anos;16;16;2023
2004901;Corvo;T;HM;81;70 - 74 anos;16;16;2023
1840204;Barrancos;1;H;92;85 e mais anos;17;17;2023
1840204;Barrancos;2;M;11;0 - 4 anos;17;17;2023
2004801;Lajes das Flores;1;H;92;85 e mais anos;17;17;2023
2004901;Corvo;2;M;62;55 - 59 anos;17;17;2023
3003106;Porto Moniz;2;M;11;0 - 4 anos;17;17;2023
2004801;Lajes das Flores;1;H;82;75 - 79 anos;18;18;2023
2004801;Lajes das Flores;2;M;92;85 e mais anos;18;18;2023
2004801;Lajes das Flores;2;M;91;80 - 84 anos;19;19;2023
1840204;Barrancos;1;H;82;75 - 79 anos;20;20;2023
2004801;Lajes das Flores;1;H;12;5 - 9 anos;20;20;2023
2004801;Lajes das Flores;2;M;12;5 - 9 anos;20;20;2023
2004901;Corvo;1;H;52;45 - 49 anos;20;20;2023
2004901;Corvo;2;M;42;35 - 39 anos;20;20;2023
2004901;Corvo;T;HM;32;25 - 29 anos;20;20;2023
2004901;Corvo;T;HM;82;75 - 79 anos;20;20;2023
2004801;Lajes das Flores;2;M;11;0 - 4 anos;21;21;2023
16F1007;Castanheira de Pêra;1;H;11;0 - 4 anos;22;22;2023
2004603;São Roque do Pico;1;H;92;85 e mais anos;22;22;2023
2004901;Corvo;2;M;61;50 - 54 anos;22;22;2023
16F1007;Castanheira de Pêra;1;H;12;5 - 9 anos;23;23;2023
1500802;Alcoutim;1;H;12;5 - 9 anos;24;24;2023
1500802;Alcoutim;2;M;12;5 - 9 anos;24;24;2023
2004603;São Roque do Pico;1;H;91;80 - 84 anos;24;24;2023
2004901;Corvo;1;H;61;50 - 54 anos;24;24;2023
2004901;Corvo;1;H;51;40 - 44 anos;25;25;2023
16F1007;Castanheira de Pêra;2;M;11;0 - 4 anos;26;26;2023
2004802;Santa Cruz das Flores;1;H;91;80 - 84 anos;26;26;2023
2004901;Corvo;T;HM;31;20 - 24 anos;26;26;2023
2004901;Corvo;T;HM;41;30 - 34 anos;26;26;2023
2004901;Corvo;T;HM;71;60 - 64 anos;26;26;2023
2004901;Corvo;T;HM;72;65 - 69 anos;26;26;2023
1840204;Barrancos;2;M;21;10 - 14 anos;27;27;2023
2004801;Lajes das Flores;1;H;91;80 - 84 anos;27;27;2023
2004801;Lajes das Flores;2;M;21;10 - 14 anos;27;27;2023
3003201;Porto Santo;1;H;92;85 e mais anos;27;27;2023
16F1007;Castanheira de Pêra;2;M;12;5 - 9 anos;28;28;2023
1840203;Alvito;1;H;92;85 e mais anos;28;28;2023
2004801;Lajes das Flores;1;H;21;10 - 14 anos;28;28;2023
2004802;Santa Cruz das Flores;2;M;91;80 - 84 anos;28;28;2023
2004901;Corvo;T;HM;21;10 - 14 anos;28;28;2023
1500802;Alcoutim;1;H;11;0 - 4 anos;29;29;2023
1840204;Barrancos;1;H;41;30 - 34 anos;29;29;2023
11D1812;Penedono;2;M;11;0 - 4 anos;30;30;2023
1840204;Barrancos;2;M;12;5 - 9 anos;30;30;2023
1861209;Gavião;2;M;11;0 - 4 anos;30;30;2023
2004801;Lajes das Flores;2;M;22;15 - 19 anos;30;30;2023
1500802;Alcoutim;2;M;42;35 - 39 anos;31;31;2023
1840204;Barrancos;1;H;32;25 - 29 anos;31;31;2023
1840204;Barrancos;2;M;42;35 - 39 anos;31;31;2023
1500802;Alcoutim;1;H;21;10 - 14 anos;32;32;2023
1500802;Alcoutim;2;M;22;15 - 19 anos;32;32;2023
16J0908;Manteigas;1;H;12;5 - 9 anos;32;32;2023
1840204;Barrancos;2;M;81;70 - 74 anos;32;32;2023
2004101;Vila do Porto;1;H;92;85 e mais anos;32;32;2023
2004801;Lajes das Flores;1;H;81;70 - 74 anos;32;32;2023
2004801;Lajes das Flores;2;M;82;75 - 79 anos;32;32;2023
2004901;Corvo;T;HM;42;35 - 39 anos;32;32;2023
2004901;Corvo;T;HM;62;55 - 59 anos;32;32;2023
3003106;Porto Moniz;2;M;12;5 - 9 anos;32;32;2023
16E0612;Pampilhosa da Serra;2;M;11;0 - 4 anos;33;33;2023
16J0908;Manteigas;2;M;12;5 - 9 anos;33;33;2023
1840204;Barrancos;1;H;12;5 - 9 anos;33;33;2023
1840204;Barrancos;2;M;31;20 - 24 anos;33;33;2023
1861202;Arronches;2;M;22;15 - 19 anos;33;33;2023
1861210;Marvão;1;H;11;0 - 4 anos;33;33;2023
11D1812;Penedono;2;M;21;10 - 14 anos;34;34;2023
1500802;Alcoutim;2;M;21;10 - 14 anos;34;34;2023
1840203;Alvito;1;H;91;80 - 84 anos;34;34;2023
1840204;Barrancos;2;M;41;30 - 34 anos;34;34;2023
11D1812;Penedono;1;H;11;0 - 4 anos;35;35;2023
11D1812;Penedono;2;M;12;5 - 9 anos;35;35;2023
1500802;Alcoutim;1;H;42;35 - 39 anos;35;35;2023
1840204;Barrancos;1;H;42;35 - 39 anos;35;35;2023
1840204;Barrancos;1;H;51;40 - 44 anos;35;35;2023
2004801;Lajes das Flores;1;H;32;25 - 29 anos;35;35;2023
2004801;Lajes das Flores;T;HM;92;85 e mais anos;35;35;2023
2004802;Santa Cruz das Flores;1;H;11;0 - 4 anos;35;35;2023
2004802;Santa Cruz das Flores;2;M;92;85 e mais anos;35;35;2023
16J0908;Manteigas;1;H;21;10 - 14 anos;36;36;2023
1840204;Barrancos;1;H;11;0 - 4 anos;36;36;2023
1840204;Barrancos;2;M;22;15 - 19 anos;36;36;2023
1840204;Barrancos;2;M;32;25 - 29 anos;36;36;2023
2004801;Lajes das Flores;2;M;32;25 - 29 anos;36;36;2023
2004901;Corvo;T;HM;52;45 - 49 anos;36;36;2023
1840204;Barrancos;2;M;72;65 - 69 anos;37;37;2023
1861208;Fronteira;2;M;11;0 - 4 anos;37;37;2023
2004801;Lajes das Flores;1;H;11;0 - 4 anos;37;37;2023
3003110;São Vicente;1;H;92;85 e mais anos;37;37;2023
1500802;Alcoutim;1;H;22;15 - 19 anos;38;38;2023
1840204;Barrancos;1;H;21;10 - 14 anos;38;38;2023
1840204;Barrancos;1;H;72;65 - 69 anos;38;38;2023
1840204;Barrancos;2;M;51;40 - 44 anos;38;38;2023
2004101;Vila do Porto;1;H;91;80 - 84 anos;38;38;2023
2004601;Lajes do Pico;1;H;92;85 e mais anos;38;38;2023
2004801;Lajes das Flores;2;M;41;30 - 34 anos;38;38;2023
2004802;Santa Cruz das Flores;1;H;82;75 - 79 anos;38;38;2023
3003106;Porto Moniz;1;H;11;0 - 4 anos;38;38;2023
11D0404;Freixo de Espada à Cinta;2;M;11;0 - 4 anos;39;39;2023
16J0909;Mêda;2;M;11;0 - 4 anos;39;39;2023
1840204;Barrancos;1;H;22;15 - 19 anos;39;39;2023
1861209;Gavião;1;H;11;0 - 4 anos;39;39;2023
2004802;Santa Cruz das Flores;2;M;11;0 - 4 anos;39;39;2023
2004901;Corvo;T;HM;51;40 - 44 anos;39;39;2023
16E0612;Pampilhosa da Serra;1;H;11;0 - 4 anos;40;40;2023
16H0511;Vila Velha de Ródão;2;M;21;10 - 14 anos;40;40;2023
1840204;Barrancos;1;H;81;70 - 74 anos;40;40;2023
1861206;Crato;2;M;11;0 - 4 anos;40;40;2023
2004501;Calheta;1;H;92;85 e mais anos;40;40;2023
2004801;Lajes das Flores;2;M;71;60 - 64 anos;40;40;2023
2004801;Lajes das Flores;T;HM;12;5 - 9 anos;40;40;2023
16E0606;Góis;1;H;11;0 - 4 anos;41;41;2023
16E0606;Góis;2;M;11;0 - 4 anos;41;41;2023
16F1007;Castanheira de Pêra;2;M;21;10 - 14 anos;41;41;2023
1840203;Alvito;1;H;11;0 - 4 anos;41;41;2023
1840204;Barrancos;1;H;52;45 - 49 anos;41;41;2023
1861209;Gavião;2;M;12;5 - 9 anos;41;41;2023
1861210;Marvão;1;H;91;80 - 84 anos;41;41;2023
2004801;Lajes das Flores;2;M;31;20 - 24 anos;41;41;2023
3003106;Porto Moniz;1;H;12;5 - 9 anos;41;41;2023
11D1704;Mesão Frio;2;M;12;5 - 9 anos;42;42;2023
1500802;Alcoutim;1;H;41;30 - 34 anos;42;42;2023
1500802;Alcoutim;T;HM;11;0 - 4 anos;42;42;2023
16F1013;Pedrógão Grande;2;M;12;5 - 9 anos;42;42;2023
16I1408;Constância;1;H;92;85 e mais anos;42;42;2023
1861210;Marvão;1;H;12;5 - 9 anos;42;42;2023
1870708;Mourão;2;M;12;5 - 9 anos;42;42;2023
2004204;Povoação;1;H;92;85 e mais anos;42;42;2023
11D1704;Mesão Frio;1;H;12;5 - 9 anos;43;43;2023
11D1812;Penedono;1;H;12;5 - 9 anos;43;43;2023
1500802;Alcoutim;2;M;41;30 - 34 anos;43;43;2023
16F1007;Castanheira de Pêra;1;H;21;10 - 14 anos;43;43;2023
16H0507;Penamacor;2;M;11;0 - 4 anos;43;43;2023
16I1417;Sardoal;1;H;12;5 - 9 anos;43;43;2023
1840204;Barrancos;2;M;82;75 - 79 anos;43;43;2023
1840204;Barrancos;2;M;91;80 - 84 anos;43;43;2023
1840204;Barrancos;2;M;92;85 e mais anos;43;43;2023
1861202;Arronches;2;M;11;0 - 4 anos;43;43;2023
1861208;Fronteira;1;H;11;0 - 4 anos;43;43;2023
1861209;Gavião;2;M;21;10 - 14 anos;43;43;2023
1870708;Mourão;1;H;82;75 - 79 anos;43;43;2023
1870708;Mourão;2;M;91;80 - 84 anos;43;43;2023
2004204;Povoação;1;H;91;80 - 84 anos;43;43;2023
2004801;Lajes das Flores;1;H;41;30 - 34 anos;43;43;2023
2004802;Santa Cruz das Flores;2;M;32;25 - 29 anos;43;43;2023
3003106;Porto Moniz;1;H;91;80 - 84 anos;43;43;2023
11E0411;Vimioso;2;M;12;5 - 9 anos;44;44;2023
16E0606;Góis;1;H;21;10 - 14 anos;44;44;2023
16H0506;Oleiros;2;M;12;5 - 9 anos;44;44;2023
16I1417;Sardoal;2;M;11;0 - 4 anos;44;44;2023
16J0908;Manteigas;1;H;11;0 - 4 anos;44;44;2023
1861205;Castelo de Vide;2;M;11;0 - 4 anos;44;44;2023
1861205;Castelo de Vide;2;M;21;10 - 14 anos;44;44;2023
1861208;Fronteira;2;M;12;5 - 9 anos;44;44;2023
1861211;Monforte;1;H;42;35 - 39 anos;44;44;2023
1870708;Mourão;1;H;91;80 - 84 anos;44;44;2023
2004802;Santa Cruz das Flores;2;M;12;5 - 9 anos;44;44;2023
3003106;Porto Moniz;1;H;21;10 - 14 anos;44;44;2023
3003106;Porto Moniz;2;M;21;10 - 14 anos;44;44;2023
11D0404;Freixo de Espada à Cinta;2;M;22;15 - 19 anos;45;45;2023
1500802;Alcoutim;2;M;51;40 - 44 anos;45;45;2023
16F1013;Pedrógão Grande;1;H;11;0 - 4 anos;45;45;2023
1840203;Alvito;2;M;11;0 - 4 anos;45;45;2023
1840203;Alvito;2;M;12;5 - 9 anos;45;45;2023
1840204;Barrancos;2;M;52;45 - 49 anos;45;45;2023
1861209;Gavião;1;H;12;5 - 9 anos;45;45;2023
2004602;Madalena;1;H;92;85 e mais anos;45;45;2023
2004801;Lajes das Flores;1;H;31;20 - 24 anos;45;45;2023
2004801;Lajes das Flores;2;M;72;65 - 69 anos;45;45;2023
2004802;Santa Cruz das Flores;2;M;21;10 - 14 anos;45;45;2023
2004802;Santa Cruz das Flores;2;M;82;75 - 79 anos;45;45;2023
2004802;Santa Cruz das Flores;T;HM;92;85 e mais anos;45;45;2023
11D0404;Freixo de Espada à Cinta;1;H;12;5 - 9 anos;46;46;2023
11D1812;Penedono;1;H;21;10 - 14 anos;46;46;2023
11E0411;Vimioso;1;H;12;5 - 9 anos;46;46;2023
11E0411;Vimioso;2;M;11;0 - 4 anos;46;46;2023
16J0908;Manteigas;2;M;21;10 - 14 anos;46;46;2023
1861202;Arronches;1;H;21;10 - 14 anos;46;46;2023
1861206;Crato;1;H;21;10 - 14 anos;46;46;2023
2004502;Velas;1;H;92;85 e mais anos;46;46;2023
2004801;Lajes das Flores;2;M;42;35 - 39 anos;46;46;2023
2004801;Lajes das Flores;T;HM;91;80 - 84 anos;46;46;2023
2004901;Corvo;T;HM;61;50 - 54 anos;46;46;2023
3003201;Porto Santo;1;H;91;80 - 84 anos;46;46;2023
11D1704;Mesão Frio;2;M;11;0 - 4 anos;47;47;2023
1500802;Alcoutim;1;H;31;20 - 24 anos;47;47;2023
1500802;Alcoutim;1;H;51;40 - 44 anos;47;47;2023
16E0606;Góis;1;H;12;5 - 9 anos;47;47;2023
16F1007;Castanheira de Pêra;2;M;41;30 - 34 anos;47;47;2023
16H0506;Oleiros;2;M;11;0 - 4 anos;47;47;2023
16H0511;Vila Velha de Ródão;2;M;31;20 - 24 anos;47;47;2023
16J0902;Almeida;1;H;11;0 - 4 anos;47;47;2023
1861202;Arronches;1;H;11;0 - 4 anos;47;47;2023
1861209;Gavião;1;H;21;10 - 14 anos;47;47;2023
2004202;Nordeste;1;H;91;80 - 84 anos;47;47;2023
2004801;Lajes das Flores;1;H;51;40 - 44 anos;47;47;2023
1500802;Alcoutim;T;HM;12;5 - 9 anos;48;48;2023
16F1007;Castanheira de Pêra;2;M;22;15 - 19 anos;48;48;2023
16F1007;Castanheira de Pêra;T;HM;11;0 - 4 anos;48;48;2023
1840203;Alvito;1;H;21;10 - 14 anos;48;48;2023
1840203;Alvito;2;M;32;25 - 29 anos;48;48;2023
1861205;Castelo de Vide;1;H;11;0 - 4 anos;48;48;2023
1861209;Gavião;2;M;22;15 - 19 anos;48;48;2023
2004401;Santa Cruz da Graciosa;1;H;92;85 e mais anos;48;48;2023
2004802;Santa Cruz das Flores;1;H;22;15 - 19 anos;48;48;2023
11D0403;Carrazeda de Ansiães;1;H;11;0 - 4 anos;49;49;2023
16E0612;Pampilhosa da Serra;2;M;21;10 - 14 anos;49;49;2023
16F1007;Castanheira de Pêra;1;H;92;85 e mais anos;49;49;2023
16H0511;Vila Velha de Ródão;2;M;11;0 - 4 anos;49;49;2023
16J0902;Almeida;2;M;11;0 - 4 anos;49;49;2023
16J0908;Manteigas;1;H;91;80 - 84 anos;49;49;2023
1840204;Barrancos;1;H;31;20 - 24 anos;49;49;2023
2004603;São Roque do Pico;2;M;91;80 - 84 anos;49;49;2023
2004801;Lajes das Flores;1;H;42;35 - 39 anos;49;49;2023
2004802;Santa Cruz das Flores;1;H;21;10 - 14 anos;49;49;2023
11D0404;Freixo de Espada à Cinta;1;H;21;10 - 14 anos;50;50;2023
11D1704;Mesão Frio;1;H;92;85 e mais anos;50;50;2023
11D1707;Murça;2;M;11;0 - 4 anos;50;50;2023
11D1812;Penedono;2;M;42;35 - 39 anos;50;50;2023
16H0511;Vila Velha de Ródão;1;H;31;20 - 24 anos;50;50;2023
16I0510;Vila de Rei;2;M;21;10 - 14 anos;50;50;2023
16J0908;Manteigas;1;H;41;30 - 34 anos;50;50;2023
1840204;Barrancos;2;M;71;60 - 64 anos;50;50;2023
1861202;Arronches;2;M;32;25 - 29 anos;50;50;2023
2004801;Lajes das Flores;T;HM;82;75 - 79 anos;50;50;2023
2004802;Santa Cruz das Flores;1;H;81;70 - 74 anos;50;50;2023
3003106;Porto Moniz;1;H;82;75 - 79 anos;50;50;2023
1500802;Alcoutim;2;M;32;25 - 29 anos;51;51;2023
16F1007;Castanheira de Pêra;T;HM;12;5 - 9 anos;51;51;2023
16F1013;Pedrógão Grande;2;M;11;0 - 4 anos;51;51;2023
16I1417;Sardoal;2;M;12;5 - 9 anos;51;51;2023
1861201;Alter do Chão;2;M;11;0 - 4 anos;51;51;2023
1861206;Crato;2;M;22;15 - 19 anos;51;51;2023
1861210;Marvão;2;M;12;5 - 9 anos;51;51;2023
2004202;Nordeste;1;H;92;85 e mais anos;51;51;2023
11D1704;Mesão Frio;1;H;11;0 - 4 anos;52;52;2023
16H0506;Oleiros;1;H;21;10 - 14 anos;52;52;2023
16H0506;Oleiros;2;M;21;10 - 14 anos;52;52;2023
16H0507;Penamacor;2;M;12;5 - 9 anos;52;52;2023
16J0908;Manteigas;2;M;22;15 - 19 anos;52;52;2023
16J0909;Mêda;1;H;11;0 - 4 anos;52;52;2023
1840203;Alvito;1;H;82;75 - 79 anos;52;52;2023
1861206;Crato;1;H;11;0 - 4 anos;52;52;2023
1861206;Crato;1;H;12;5 - 9 anos;52;52;2023
1861208;Fronteira;1;H;32;25 - 29 anos;52;52;2023
1861211;Monforte;1;H;91;80 - 84 anos;52;52;2023
1870707;Mora;1;H;11;0 - 4 anos;52;52;2023
1870708;Mourão;1;H;42;35 - 39 anos;52;52;2023
2004801;Lajes das Flores;1;H;22;15 - 19 anos;52;52;2023
2004801;Lajes das Flores;1;H;72;65 - 69 anos;52;52;2023
2004801;Lajes das Flores;2;M;61;50 - 54 anos;52;52;2023
2004802;Santa Cruz das Flores;1;H;12;5 - 9 anos;52;52;2023
11E0411;Vimioso;2;M;21;10 - 14 anos;53;53;2023
16F1013;Pedrógão Grande;2;M;21;10 - 14 anos;53;53;2023
16G0901;Aguiar da Beira;2;M;12;5 - 9 anos;53;53;2023
16H0506;Oleiros;1;H;22;15 - 19 anos;53;53;2023
16H0511;Vila Velha de Ródão;2;M;22;15 - 19 anos;53;53;2023
16I1417;Sardoal;1;H;91;80 - 84 anos;53;53;2023
1840203;Alvito;1;H;22;15 - 19 anos;53;53;2023
1840204;Barrancos;T;HM;11;0 - 4 anos;53;53;2023
1861205;Castelo de Vide;2;M;22;15 - 19 anos;53;53;2023
1861208;Fronteira;1;H;21;10 - 14 anos;53;53;2023
1861210;Marvão;1;H;32;25 - 29 anos;53;53;2023
1870708;Mourão;1;H;92;85 e mais anos;53;53;2023
1870708;Mourão;2;M;42;35 - 39 anos;53;53;2023
2004802;Santa Cruz das Flores;1;H;31;20 - 24 anos;53;53;2023
3003105;Ponta do Sol;1;H;92;85 e mais anos;53;53;2023
11E0401;Alfândega da Fé;1;H;12;5 - 9 anos;54;54;2023
11E0401;Alfândega da Fé;2;M;11;0 - 4 anos;54;54;2023
1500802;Alcoutim;2;M;61;50 - 54 anos;54;54;2023
16E0612;Pampilhosa da Serra;1;H;12;5 - 9 anos;54;54;2023
16E0612;Pampilhosa da Serra;2;M;32;25 - 29 anos;54;54;2023
16H0506;Oleiros;1;H;12;5 - 9 anos;54;54;2023
16H0511;Vila Velha de Ródão;1;H;21;10 - 14 anos;54;54;2023
16I0510;Vila de Rei;1;H;21;10 - 14 anos;54;54;2023
16I0510;Vila de Rei;2;M;22;15 - 19 anos;54;54;2023
16J0905;Fornos de Algodres;2;M;11;0 - 4 anos;54;54;2023
1840203;Alvito;1;H;32;25 - 29 anos;54;54;2023
1840203;Alvito;2;M;21;10 - 14 anos;54;54;2023
1861205;Castelo de Vide;1;H;12;5 - 9 anos;54;54;2023
1861206;Crato;2;M;31;20 - 24 anos;54;54;2023
1861208;Fronteira;1;H;12;5 - 9 anos;54;54;2023
1861210;Marvão;2;M;11;0 - 4 anos;54;54;2023
2004802;Santa Cruz das Flores;T;HM;91;80 - 84 anos;54;54;2023
11D0404;Freixo de Espada à Cinta;2;M;12;5 - 9 anos;55;55;2023
11D1812;Penedono;1;H;91;80 - 84 anos;55;55;2023
11E0411;Vimioso;1;H;11;0 - 4 anos;55;55;2023
16E0612;Pampilhosa da Serra;1;H;22;15 - 19 anos;55;55;2023
16G1822;Vila Nova de Paiva;2;M;11;0 - 4 anos;55;55;2023
16I0510;Vila de Rei;2;M;11;0 - 4 anos;55;55;2023
16I1417;Sardoal;1;H;11;0 - 4 anos;55;55;2023
1840203;Alvito;1;H;12;5 - 9 anos;55;55;2023
1840203;Alvito;1;H;42;35 - 39 anos;55;55;2023
1861201;Alter do Chão;1;H;91;80 - 84 anos;55;55;2023
1861202;Arronches;2;M;12;5 - 9 anos;55;55;2023
1861205;Castelo de Vide;2;M;31;20 - 24 anos;55;55;2023
1861206;Crato;2;M;12;5 - 9 anos;55;55;2023
1861206;Crato;2;M;21;10 - 14 anos;55;55;2023
1861210;Marvão;1;H;41;30 - 34 anos;55;55;2023
1861210;Marvão;2;M;22;15 - 19 anos;55;55;2023
2004801;Lajes das Flores;2;M;81;70 - 74 anos;55;55;2023
2004801;Lajes das Flores;T;HM;21;10 - 14 anos;55;55;2023
2004802;Santa Cruz das Flores;2;M;81;70 - 74 anos;55;55;2023
3003106;Porto Moniz;T;HM;11;0 - 4 anos;55;55;2023
11D1812;Penedono;1;H;42;35 - 39 anos;56;56;2023
11E0401;Alfândega da Fé;2;M;12;5 - 9 anos;56;56;2023
16E0612;Pampilhosa da Serra;1;H;21;10 - 14 anos;56;56;2023
16F1013;Pedrógão Grande;1;H;12;5 - 9 anos;56;56;2023
16J0908;Manteigas;1;H;32;25 - 29 anos;56;56;2023
16J0908;Manteigas;2;M;42;35 - 39 anos;56;56;2023
1861201;Alter do Chão;1;H;11;0 - 4 anos;56;56;2023
1861202;Arronches;1;H;82;75 - 79 anos;56;56;2023
1861202;Arronches;1;H;91;80 - 84 anos;56;56;2023
1861205;Castelo de Vide;2;M;12;5 - 9 anos;56;56;2023
1870707;Mora;1;H;21;10 - 14 anos;56;56;2023
2004206;Vila Franca do Campo;1;H;92;85 e mais anos;56;56;2023
2004801;Lajes das Flores;2;M;51;40 - 44 anos;56;56;2023
2004802;Santa Cruz das Flores;1;H;32;25 - 29 anos;56;56;2023
2004802;Santa Cruz das Flores;2;M;22;15 - 19 anos;56;56;2023
1500802;Alcoutim;2;M;31;20 - 24 anos;57;57;2023
16E0606;Góis;2;M;21;10 - 14 anos;57;57;2023
16F1007;Castanheira de Pêra;2;M;42;35 - 39 anos;57;57;2023
16I1408;Constância;1;H;91;80 - 84 anos;57;57;2023
16J0902;Almeida;2;M;12;5 - 9 anos;57;57;2023
16J0908;Manteigas;2;M;11;0 - 4 anos;57;57;2023
1840203;Alvito;1;H;52;45 - 49 anos;57;57;2023
1861202;Arronches;1;H;12;5 - 9 anos;57;57;2023
1861205;Castelo de Vide;1;H;41;30 - 34 anos;57;57;2023
1861208;Fronteira;1;H;91;80 - 84 anos;57;57;2023
1861209;Gavião;2;M;31;20 - 24 anos;57;57;2023
1870707;Mora;2;M;11;0 - 4 anos;57;57;2023
1870708;Mourão;2;M;31;20 - 24 anos;57;57;2023
2004401;Santa Cruz da Graciosa;1;H;82;75 - 79 anos;57;57;2023
3003106;Porto Moniz;1;H;32;25 - 29 anos;57;57;2023
3003106;Porto Moniz;1;H;81;70 - 74 anos;57;57;2023
11D1707;Murça;1;H;11;0 - 4 anos;58;58;2023
16H0511;Vila Velha de Ródão;1;H;11;0 - 4 anos;58;58;2023
1840203;Alvito;2;M;41;30 - 34 anos;58;58;2023
1840204;Barrancos;T;HM;91;80 - 84 anos;58;58;2023
1861202;Arronches;1;H;22;15 - 19 anos;58;58;2023
1861202;Arronches;2;M;41;30 - 34 anos;58;58;2023
1861208;Fronteira;2;M;21;10 - 14 anos;58;58;2023
1861210;Marvão;1;H;22;15 - 19 anos;58;58;2023
1870708;Mourão;1;H;12;5 - 9 anos;58;58;2023
1870708;Mourão;1;H;22;15 - 19 anos;58;58;2023
1870708;Mourão;2;M;22;15 - 19 anos;58;58;2023
2004801;Lajes das Flores;T;HM;11;0 - 4 anos;58;58;2023
3003106;Porto Moniz;1;H;22;15 - 19 anos;58;58;2023
16G0901;Aguiar da Beira;2;M;11;0 - 4 anos;59;59;2023
16H0506;Oleiros;1;H;11;0 - 4 anos;59;59;2023
16H0507;Penamacor;2;M;21;10 - 14 anos;59;59;2023
1840203;Alvito;1;H;41;30 - 34 anos;59;59;2023
1840204;Barrancos;1;H;61;50 - 54 anos;59;59;2023
1861205;Castelo de Vide;1;H;21;10 - 14 anos;59;59;2023
1861206;Crato;2;M;42;35 - 39 anos;59;59;2023
1861210;Marvão;1;H;21;10 - 14 anos;59;59;2023
1861210;Marvão;2;M;21;10 - 14 anos;59;59;2023
1861211;Monforte;2;M;12;5 - 9 anos;59;59;2023
1870708;Mourão;2;M;41;30 - 34 anos;59;59;2023
1870708;Mourão;2;M;51;40 - 44 anos;59;59;2023
2004201;Lagoa;1;H;92;85 e mais anos;59;59;2023
2004501;Calheta;2;M;11;0 - 4 anos;59;59;2023
3003106;Porto Moniz;2;M;41;30 - 34 anos;59;59;2023
11D0404;Freixo de Espada à Cinta;1;H;41;30 - 34 anos;60;60;2023
11D1704;Mesão Frio;1;H;91;80 - 84 anos;60;60;2023
11E0411;Vimioso;1;H;22;15 - 19 anos;60;60;2023
16E0612;Pampilhosa da Serra;1;H;32;25 - 29 anos;60;60;2023
16H0507;Penamacor;1;H;12;5 - 9 anos;60;60;2023
16H0507;Penamacor;1;H;21;10 - 14 anos;60;60;2023
1840204;Barrancos;T;HM;92;85 e mais anos;60;60;2023
1861202;Arronches;1;H;41;30 - 34 anos;60;60;2023
1861202;Arronches;1;H;81;70 - 74 anos;60;60;2023
1861205;Castelo de Vide;1;H;31;20 - 24 anos;60;60;2023
1861209;Gavião;2;M;42;35 - 39 anos;60;60;2023
2004501;Calheta;1;H;91;80 - 84 anos;60;60;2023
2004501;Calheta;2;M;12;5 - 9 anos;60;60;2023
2004602;Madalena;1;H;91;80 - 84 anos;60;60;2023
2004603;São Roque do Pico;1;H;82;75 - 79 anos;60;60;2023
2004801;Lajes das Flores;1;H;52;45 - 49 anos;60;60;2023
